drug_name,id,type,arg1,arg2
ELIQUIS,RL31,Hypothetical,M232,M231
ELIQUIS,RL32,Hypothetical,M233,M229
ELIQUIS,RL33,Effect,M233,M230
ELIQUIS,RL34,Hypothetical,M235,M234
ELIQUIS,RL35,Hypothetical,M238,M237
ELIQUIS,RL36,Hypothetical,M242,M241
ELIQUIS,RL37,Effect,M243,M240
ELIQUIS,RL38,Hypothetical,M243,M239
ELIQUIS,RL39,Hypothetical,M245,M244
ELIQUIS,RL40,Hypothetical,M247,M246
ELIQUIS,RL41,Hypothetical,M248,M246
ELIQUIS,RL42,Hypothetical,M250,M249
ELIQUIS,RL43,Hypothetical,M251,M249
BOSULIF,RL1,Effect,M56,M57
BOSULIF,RL2,Effect,M59,M60
BOSULIF,RL3,Effect,M66,M67
BOSULIF,RL4,Hypothetical,M126,M125
BOSULIF,RL5,Effect,M135,M137
BOSULIF,RL6,Effect,M136,M137
BOSULIF,RL7,Hypothetical,M150,M149
BOSULIF,RL8,Hypothetical,M151,M149
BOSULIF,RL9,Hypothetical,M152,M149
BOSULIF,RL10,Hypothetical,M153,M149
BOSULIF,RL11,Effect,M155,M154
BOSULIF,RL12,Effect,M158,M156
BOSULIF,RL13,Effect,M158,M157
BOSULIF,RL14,Effect,M161,M159
BOSULIF,RL15,Effect,M161,M160
BOSULIF,RL16,Effect,M162,M159
BOSULIF,RL17,Effect,M162,M160
BOSULIF,RL18,Effect,M164,M163
BOSULIF,RL19,Effect,M165,M163
BOSULIF,RL20,Effect,M167,M166
BOSULIF,RL21,Hypothetical,M171,M170
BOSULIF,RL22,Hypothetical,M172,M173
GILENYA,RL1,Hypothetical,M71,M70
GILENYA,RL2,Effect,M94,M93
GILENYA,RL3,Negated,M101,M102
GILENYA,RL4,Effect,M103,M104
GILENYA,RL5,Effect,M109,M108
GILENYA,RL6,Effect,M112,M113
GILENYA,RL7,Effect,M115,M114
GILENYA,RL8,Hypothetical,M117,M116
GILENYA,RL9,Effect,M118,M119
GILENYA,RL10,Hypothetical,M118,M116
GILENYA,RL11,Effect,M127,M126
GILENYA,RL12,Effect,M136,M134
GILENYA,RL13,Effect,M136,M135
GILENYA,RL14,Effect,M137,M135
GILENYA,RL15,Effect,M137,M134
GILENYA,RL16,Hypothetical,M144,M143
GILENYA,RL17,Hypothetical,M148,M147
GILENYA,RL18,Hypothetical,M149,M153
GILENYA,RL19,Hypothetical,M150,M153
GILENYA,RL20,Hypothetical,M151,M153
GILENYA,RL21,Hypothetical,M155,M154
GILENYA,RL22,Hypothetical,M157,M154
GILENYA,RL23,Effect,M157,M156
GILENYA,RL24,Hypothetical,M160,M159
GILENYA,RL25,Hypothetical,M162,M161
GILENYA,RL26,Negated,M165,M164
GILENYA,RL27,Negated,M168,M167
GILENYA,RL28,Hypothetical,M170,M169
GILENYA,RL29,Hypothetical,M171,M169
GILENYA,RL30,Hypothetical,M172,M169
GILENYA,RL31,Hypothetical,M173,M169
GILENYA,RL32,Hypothetical,M174,M169
GILENYA,RL33,Hypothetical,M175,M169
GILENYA,RL34,Hypothetical,M176,M169
GILENYA,RL35,Hypothetical,M177,M169
GILENYA,RL36,Hypothetical,M178,M169
GILENYA,RL37,Hypothetical,M180,M179
GILENYA,RL38,Hypothetical,M182,M181
GILENYA,RL39,Negated,M191,M190
GILENYA,RL40,Hypothetical,M198,M197
GILENYA,RL41,Effect,M204,M203
GILENYA,RL42,Hypothetical,M210,M209
GILENYA,RL43,Hypothetical,M211,M209
GILENYA,RL44,Effect,M216,M217
GILENYA,RL45,Effect,M218,M219
GILENYA,RL46,Effect,M220,M221
GILENYA,RL47,Hypothetical,M225,M226
GILENYA,RL48,Effect,M227,M228
GILENYA,RL49,Hypothetical,M231,M230
GILENYA,RL50,Hypothetical,M233,M232
GILENYA,RL51,Effect,M234,M236
GILENYA,RL52,Effect,M235,M237
GILENYA,RL53,Hypothetical,M241,M240
BENLYSTA,RL1,Effect,M3,M2
BENLYSTA,RL2,Effect,M20,M19
BENLYSTA,RL3,Effect,M48,M47
BENLYSTA,RL4,Effect,M60,M59
BENLYSTA,RL5,Effect,M64,M61
BENLYSTA,RL6,Effect,M67,M69
BENLYSTA,RL7,Effect,M84,M81
BENLYSTA,RL8,Effect,M94,M93
BENLYSTA,RL9,Effect,M96,M95
BENLYSTA,RL10,Negated,M108,M109
BENLYSTA,RL11,Hypothetical,M114,M113
BENLYSTA,RL12,Effect,M126,M127
BENLYSTA,RL13,Effect,M140,M139
BENLYSTA,RL14,Negated,M142,M141
BENLYSTA,RL15,Effect,M160,M159
BENLYSTA,RL16,Effect,M162,M161
BENLYSTA,RL17,Effect,M165,M164
XALKORI,RL1,Effect,M7,M6
XALKORI,RL2,Effect,M152,M151
XALKORI,RL3,Effect,M156,M155
XALKORI,RL4,Effect,M157,M154
XALKORI,RL5,Effect,M157,M153
XALKORI,RL6,Hypothetical,M170,M169
XALKORI,RL7,Negated,M172,M171
XALKORI,RL8,Hypothetical,M182,M181
XALKORI,RL9,Effect,M184,M183
XALKORI,RL10,Hypothetical,M187,M186
XALKORI,RL11,Effect,M190,M194
XALKORI,RL12,Effect,M191,M194
XALKORI,RL13,Effect,M192,M194
XALKORI,RL14,Effect,M193,M194
XALKORI,RL15,Effect,M196,M198
XALKORI,RL16,Effect,M197,M198
XALKORI,RL17,Hypothetical,M203,M210
XALKORI,RL18,Hypothetical,M204,M210
XALKORI,RL19,Effect,M205,M201
XALKORI,RL20,Effect,M205,M202
XALKORI,RL21,Hypothetical,M205,M210
XALKORI,RL22,Hypothetical,M206,M210
XALKORI,RL23,Effect,M207,M202
XALKORI,RL24,Effect,M207,M201
XALKORI,RL25,Hypothetical,M207,M210
XALKORI,RL26,Hypothetical,M208,M210
XALKORI,RL27,Effect,M209,M202
XALKORI,RL28,Effect,M209,M201
XALKORI,RL29,Hypothetical,M209,M210
XALKORI,RL30,Effect,M214,M213
XALKORI,RL31,Effect,M214,M212
XALKORI,RL32,Hypothetical,M217,M218
XALKORI,RL33,Effect,M220,M221
XALKORI,RL34,Effect,M226,M225
XALKORI,RL35,Effect,M228,M227
XALKORI,RL36,Effect,M229,M227
XALKORI,RL37,Hypothetical,M230,M232
XALKORI,RL38,Hypothetical,M231,M232
XALKORI,RL39,Hypothetical,M235,M234
XALKORI,RL40,Hypothetical,M237,M236
XALKORI,RL41,Hypothetical,M238,M236
CLEVIPREX,RL1,Hypothetical,M23,M22
CLEVIPREX,RL2,Hypothetical,M25,M27
CLEVIPREX,RL3,Hypothetical,M26,M27
CLEVIPREX,RL4,Hypothetical,M29,M28
CLEVIPREX,RL5,Hypothetical,M30,M28
CLEVIPREX,RL6,Hypothetical,M32,M31
CLEVIPREX,RL7,Hypothetical,M33,M31
CLEVIPREX,RL8,Hypothetical,M35,M34
CLEVIPREX,RL9,Hypothetical,M36,M34
LUMIZYME,RL1,Effect,M155,M154
LUMIZYME,RL2,Effect,M160,M158
LUMIZYME,RL3,Effect,M160,M157
LUMIZYME,RL4,Effect,M160,M156
LUMIZYME,RL5,Hypothetical,M201,M200
LUMIZYME,RL6,Hypothetical,M202,M200
LUMIZYME,RL7,Hypothetical,M203,M200
LUMIZYME,RL8,Hypothetical,M205,M204
LUMIZYME,RL9,Hypothetical,M207,M206
LUMIZYME,RL10,Hypothetical,M208,M206
LUMIZYME,RL11,Hypothetical,M209,M206
LUMIZYME,RL12,Hypothetical,M211,M210
LUMIZYME,RL13,Effect,M213,M212
LUMIZYME,RL14,Effect,M215,M214
LUMIZYME,RL15,Hypothetical,M237,M235
LUMIZYME,RL16,Effect,M237,M236
LUMIZYME,RL17,Hypothetical,M238,M235
LUMIZYME,RL18,Effect,M238,M236
LUMIZYME,RL19,Hypothetical,M241,M240
LUMIZYME,RL20,Hypothetical,M242,M240
LUMIZYME,RL21,Hypothetical,M243,M240
LUMIZYME,RL22,Hypothetical,M245,M244
LUMIZYME,RL23,Effect,M247,M246
LUMIZYME,RL24,Effect,M249,M248
LUMIZYME,RL25,Effect,M256,M255
LUMIZYME,RL26,Hypothetical,M256,M254
LUMIZYME,RL27,Effect,M257,M255
LUMIZYME,RL28,Hypothetical,M257,M254
LUMIZYME,RL29,Effect,M262,M261
LUMIZYME,RL30,Effect,M263,M261
LUMIZYME,RL31,Hypothetical,M266,M265
LUMIZYME,RL32,Hypothetical,M268,M267
LUMIZYME,RL33,Hypothetical,M270,M269
LUMIZYME,RL34,Hypothetical,M271,M269
LUMIZYME,RL35,Effect,M276,M274
LUMIZYME,RL36,Effect,M278,M274
LUMIZYME,RL37,Effect,M280,M274
LUMIZYME,RL38,Effect,M282,M274
LUMIZYME,RL39,Effect,M284,M274
LUMIZYME,RL40,Effect,M286,M274
LUMIZYME,RL41,Effect,M288,M274
LUMIZYME,RL42,Effect,M290,M274
LUMIZYME,RL43,Effect,M292,M274
LUMIZYME,RL44,Effect,M294,M274
LUMIZYME,RL45,Effect,M296,M274
LUMIZYME,RL46,Effect,M298,M274
LUMIZYME,RL47,Effect,M300,M274
LUMIZYME,RL48,Effect,M302,M274
LUMIZYME,RL49,Effect,M304,M274
LUMIZYME,RL50,Effect,M306,M274
LUMIZYME,RL51,Effect,M308,M274
LUMIZYME,RL52,Effect,M310,M274
LUMIZYME,RL53,Hypothetical,M340,M339
LUMIZYME,RL54,Effect,M343,M342
LUMIZYME,RL55,Effect,M352,M351
LUMIZYME,RL56,Hypothetical,M352,M350
LUMIZYME,RL57,Effect,M353,M351
LUMIZYME,RL58,Hypothetical,M353,M350
LUMIZYME,RL59,Hypothetical,M361,M360
LUMIZYME,RL60,Hypothetical,M362,M360
LUMIZYME,RL61,Hypothetical,M363,M360
CERDELGA,RL1,Hypothetical,M37,M36
CERDELGA,RL2,Hypothetical,M42,M41
NEURACEQ,RL1,Hypothetical,M17,M16
PROLIA,RL1,Effect,M3,M2
PROLIA,RL2,Hypothetical,M65,M64
PROLIA,RL3,Effect,M69,M68
PROLIA,RL4,Effect,M71,M70
PROLIA,RL5,Effect,M72,M70
PROLIA,RL6,Effect,M73,M70
PROLIA,RL7,Effect,M99,M98
PROLIA,RL8,Negated,M99,M100
PROLIA,RL9,Negated,M107,M106
PROLIA,RL10,Effect,M126,M125
PROLIA,RL11,Effect,M127,M125
PROLIA,RL12,Effect,M128,M129
PROLIA,RL13,Effect,M131,M130
PROLIA,RL14,Negated,M133,M132
PROLIA,RL15,Effect,M140,M139
PROLIA,RL16,Effect,M147,M146
PROLIA,RL17,Effect,M148,M146
PROLIA,RL18,Effect,M149,M146
PROLIA,RL19,Hypothetical,M160,M161
PROLIA,RL20,Hypothetical,M166,M164
PROLIA,RL21,Effect,M166,M165
PROLIA,RL22,Effect,M173,M172
PROLIA,RL23,Effect,M175,M174
PROLIA,RL24,Effect,M184,M183
PROLIA,RL25,Hypothetical,M184,M182
PROLIA,RL26,Effect,M192,M190
PROLIA,RL27,Effect,M192,M191
PROLIA,RL28,Effect,M193,M191
PROLIA,RL29,Effect,M193,M190
PROLIA,RL30,Effect,M194,M191
PROLIA,RL31,Effect,M194,M190
PROLIA,RL32,Hypothetical,M198,M197
PROLIA,RL33,Hypothetical,M199,M197
PROLIA,RL34,Hypothetical,M200,M197
FANAPT,RL1,Effect,M64,M65
FANAPT,RL2,Hypothetical,M164,M163
FANAPT,RL3,Hypothetical,M166,M165
FANAPT,RL4,Hypothetical,M175,M174
FANAPT,RL5,Hypothetical,M177,M176
FANAPT,RL6,Hypothetical,M178,M176
FANAPT,RL7,Hypothetical,M179,M176
FANAPT,RL8,Hypothetical,M183,M182
FANAPT,RL9,Hypothetical,M184,M182
FANAPT,RL10,Hypothetical,M193,M192
FANAPT,RL11,Hypothetical,M194,M192
FANAPT,RL12,Hypothetical,M201,M204
FANAPT,RL13,Hypothetical,M202,M204
FANAPT,RL14,Hypothetical,M203,M204
FANAPT,RL15,Hypothetical,M205,M208
FANAPT,RL16,Hypothetical,M206,M208
FANAPT,RL17,Hypothetical,M207,M208
FANAPT,RL18,Hypothetical,M212,M211
FANAPT,RL19,Hypothetical,M213,M211
FANAPT,RL20,Hypothetical,M215,M214
FANAPT,RL21,Negated,M223,M222
FANAPT,RL22,Effect,M225,M224
FANAPT,RL23,Negated,M225,M222
FANAPT,RL24,Hypothetical,M239,M238
FANAPT,RL25,Hypothetical,M240,M238
FANAPT,RL26,Hypothetical,M241,M238
FANAPT,RL27,Hypothetical,M242,M238
FANAPT,RL28,Hypothetical,M244,M245
FANAPT,RL29,Hypothetical,M247,M246
FANAPT,RL30,Hypothetical,M248,M246
FANAPT,RL31,Effect,M253,M254
FANAPT,RL32,Hypothetical,M258,M259
FANAPT,RL33,Hypothetical,M260,M261
FANAPT,RL34,Hypothetical,M262,M263
FANAPT,RL35,Hypothetical,M267,M266
FANAPT,RL36,Hypothetical,M268,M266
FANAPT,RL37,Hypothetical,M269,M266
FANAPT,RL38,Hypothetical,M270,M266
FANAPT,RL39,Hypothetical,M273,M275
FANAPT,RL40,Hypothetical,M274,M275
FANAPT,RL41,Hypothetical,M283,M282
FANAPT,RL42,Hypothetical,M286,M285
FANAPT,RL43,Hypothetical,M288,M292
FANAPT,RL44,Hypothetical,M289,M292
FANAPT,RL45,Hypothetical,M290,M292
FANAPT,RL46,Hypothetical,M291,M292
FANAPT,RL47,Hypothetical,M296,M295
FANAPT,RL48,Hypothetical,M297,M300
FANAPT,RL49,Hypothetical,M297,M299
FANAPT,RL50,Hypothetical,M298,M299
FANAPT,RL51,Hypothetical,M298,M300
FANAPT,RL52,Effect,M301,M302
FANAPT,RL53,Effect,M305,M304
FANAPT,RL54,Effect,M307,M306
FANAPT,RL55,Hypothetical,M307,M308
FANAPT,RL56,Hypothetical,M311,M312
FANAPT,RL57,Hypothetical,M313,M315
FANAPT,RL58,Hypothetical,M314,M315
FANAPT,RL59,Hypothetical,M318,M317
FANAPT,RL60,Effect,M320,M319
FANAPT,RL61,Hypothetical,M322,M321
FANAPT,RL62,Hypothetical,M323,M321
FANAPT,RL63,Hypothetical,M324,M321
EOVIST,RL1,Hypothetical,M75,M74
EOVIST,RL2,Hypothetical,M78,M77
EOVIST,RL3,Hypothetical,M80,M77
EOVIST,RL4,Effect,M80,M79
EOVIST,RL5,Hypothetical,M82,M81
EOVIST,RL6,Hypothetical,M86,M85
EOVIST,RL7,Hypothetical,M88,M87
EOVIST,RL8,Hypothetical,M90,M98
EOVIST,RL9,Hypothetical,M91,M98
EOVIST,RL10,Effect,M92,M95
EOVIST,RL11,Effect,M92,M96
EOVIST,RL12,Hypothetical,M92,M98
EOVIST,RL13,Effect,M93,M95
EOVIST,RL14,Effect,M93,M96
EOVIST,RL15,Hypothetical,M93,M98
EOVIST,RL16,Effect,M94,M95
EOVIST,RL17,Effect,M94,M96
EOVIST,RL18,Hypothetical,M94,M98
EOVIST,RL19,Hypothetical,M97,M98
EOVIST,RL20,Hypothetical,M101,M99
EOVIST,RL21,Hypothetical,M102,M99
EOVIST,RL22,Hypothetical,M104,M103
EOVIST,RL23,Hypothetical,M105,M106
EOVIST,RL24,Hypothetical,M107,M106
EOVIST,RL25,Hypothetical,M109,M106
EOVIST,RL26,Effect,M109,M108
EOVIST,RL27,Hypothetical,M111,M110
EOVIST,RL28,Effect,M114,M117
EOVIST,RL29,Effect,M114,M118
EOVIST,RL30,Effect,M115,M117
EOVIST,RL31,Effect,M115,M118
EOVIST,RL32,Effect,M116,M117
EOVIST,RL33,Effect,M116,M118
EOVIST,RL34,Hypothetical,M121,M120
EOVIST,RL35,Hypothetical,M122,M123
EOVIST,RL36,Hypothetical,M124,M125
EOVIST,RL37,Hypothetical,M127,M126
EOVIST,RL38,Hypothetical,M128,M129
ONFI,RL1,Effect,M5,M4
ONFI,RL2,Effect,M75,M74
ONFI,RL3,Effect,M89,M88
ONFI,RL4,Hypothetical,M95,M94
ONFI,RL5,Hypothetical,M96,M94
ONFI,RL6,Hypothetical,M98,M97
ONFI,RL7,Hypothetical,M99,M97
ONFI,RL8,Hypothetical,M100,M102
ONFI,RL9,Hypothetical,M101,M102
ONFI,RL10,Hypothetical,M103,M102
ONFI,RL11,Hypothetical,M104,M102
ONFI,RL12,Hypothetical,M107,M109
ONFI,RL13,Hypothetical,M108,M109
ONFI,RL14,Hypothetical,M111,M110
ONFI,RL15,Hypothetical,M112,M110
ONFI,RL16,Hypothetical,M114,M113
ONFI,RL17,Hypothetical,M115,M113
ONFI,RL18,Hypothetical,M117,M116
ONFI,RL19,Hypothetical,M118,M116
COMETRIQ,RL1,Effect,M60,M58
COMETRIQ,RL2,Effect,M60,M57
COMETRIQ,RL3,Effect,M60,M59
COMETRIQ,RL4,Effect,M61,M57
COMETRIQ,RL5,Effect,M61,M58
COMETRIQ,RL6,Effect,M61,M59
COMETRIQ,RL7,Effect,M62,M57
COMETRIQ,RL8,Effect,M62,M58
COMETRIQ,RL9,Effect,M62,M59
COMETRIQ,RL10,Effect,M63,M57
COMETRIQ,RL11,Effect,M63,M58
COMETRIQ,RL12,Effect,M63,M59
COMETRIQ,RL13,Effect,M64,M57
COMETRIQ,RL14,Effect,M64,M58
COMETRIQ,RL15,Effect,M64,M59
COMETRIQ,RL16,Effect,M65,M57
COMETRIQ,RL17,Effect,M65,M58
COMETRIQ,RL18,Effect,M65,M59
COMETRIQ,RL19,Effect,M66,M57
COMETRIQ,RL20,Effect,M66,M58
COMETRIQ,RL21,Effect,M66,M59
COMETRIQ,RL22,Effect,M67,M57
COMETRIQ,RL23,Effect,M67,M58
COMETRIQ,RL24,Effect,M67,M59
COMETRIQ,RL25,Effect,M68,M57
COMETRIQ,RL26,Effect,M68,M58
COMETRIQ,RL27,Effect,M68,M59
COMETRIQ,RL28,Effect,M69,M57
COMETRIQ,RL29,Effect,M69,M58
COMETRIQ,RL30,Effect,M69,M59
COMETRIQ,RL31,Effect,M70,M57
COMETRIQ,RL32,Effect,M70,M58
COMETRIQ,RL33,Effect,M70,M59
COMETRIQ,RL34,Negated,M79,M80
COMETRIQ,RL35,Negated,M81,M80
COMETRIQ,RL36,Negated,M82,M80
COMETRIQ,RL37,Negated,M83,M80
COMETRIQ,RL38,Negated,M147,M146
COMETRIQ,RL39,Effect,M150,M151
COMETRIQ,RL40,Effect,M150,M152
COMETRIQ,RL41,Effect,M167,M164
COMETRIQ,RL42,Effect,M181,M178
COMETRIQ,RL43,Hypothetical,M195,M194
COMETRIQ,RL44,Effect,M201,M200
COMETRIQ,RL45,Effect,M210,M207
COMETRIQ,RL46,Effect,M212,M211
COMETRIQ,RL47,Effect,M220,M219
COMETRIQ,RL48,Effect,M220,M218
COMETRIQ,RL49,Hypothetical,M225,M224
COMETRIQ,RL50,Hypothetical,M226,M224
COMETRIQ,RL51,Hypothetical,M227,M224
COMETRIQ,RL52,Hypothetical,M228,M224
COMETRIQ,RL53,Hypothetical,M229,M224
COMETRIQ,RL54,Hypothetical,M230,M224
COMETRIQ,RL55,Hypothetical,M231,M224
COMETRIQ,RL56,Hypothetical,M232,M224
COMETRIQ,RL57,Hypothetical,M233,M224
COMETRIQ,RL58,Hypothetical,M234,M224
COMETRIQ,RL59,Hypothetical,M235,M224
COMETRIQ,RL60,Hypothetical,M236,M224
COMETRIQ,RL61,Effect,M238,M242
COMETRIQ,RL62,Effect,M238,M241
COMETRIQ,RL63,Effect,M240,M241
COMETRIQ,RL64,Effect,M240,M242
COMETRIQ,RL65,Hypothetical,M249,M248
COMETRIQ,RL66,Hypothetical,M250,M251
COMETRIQ,RL67,Hypothetical,M252,M253
COMETRIQ,RL68,Hypothetical,M254,M256
COMETRIQ,RL69,Hypothetical,M255,M256
NULOJIX,RL1,Effect,M5,M4
NULOJIX,RL2,Negated,M63,M62
NULOJIX,RL3,Negated,M64,M62
NULOJIX,RL4,Negated,M70,M69
NULOJIX,RL5,Effect,M74,M73
NULOJIX,RL6,Effect,M93,M94
NULOJIX,RL7,Effect,M100,M99
NULOJIX,RL8,Negated,M111,M110
NULOJIX,RL9,Negated,M112,M110
NULOJIX,RL10,Effect,M117,M116
NULOJIX,RL11,Effect,M119,M118
NULOJIX,RL12,Effect,M121,M120
NULOJIX,RL13,Negated,M124,M122
NULOJIX,RL14,Effect,M124,M123
NULOJIX,RL15,Effect,M196,M195
NULOJIX,RL16,Effect,M200,M199
NULOJIX,RL17,Hypothetical,M202,M201
NULOJIX,RL18,Hypothetical,M204,M206
NULOJIX,RL19,Hypothetical,M205,M206
NULOJIX,RL20,Effect,M210,M209
NULOJIX,RL21,Hypothetical,M212,M211
NULOJIX,RL22,Hypothetical,M214,M216
NULOJIX,RL23,Hypothetical,M215,M216
NULOJIX,RL24,Hypothetical,M217,M219
NULOJIX,RL25,Hypothetical,M218,M219
NULOJIX,RL26,Hypothetical,M220,M221
NULOJIX,RL27,Hypothetical,M222,M224
NULOJIX,RL28,Hypothetical,M223,M224
NULOJIX,RL29,Effect,M226,M225
NULOJIX,RL30,Hypothetical,M228,M227
NULOJIX,RL31,Hypothetical,M229,M227
NULOJIX,RL32,Hypothetical,M230,M227
NULOJIX,RL33,Hypothetical,M231,M227
NULOJIX,RL34,Hypothetical,M232,M227
NULOJIX,RL35,Hypothetical,M233,M227
NULOJIX,RL36,Hypothetical,M238,M237
NULOJIX,RL37,Hypothetical,M242,M241
NULOJIX,RL38,Hypothetical,M243,M241
NULOJIX,RL39,Hypothetical,M245,M244
NULOJIX,RL40,Hypothetical,M251,M250
NULOJIX,RL41,Hypothetical,M252,M250
NULOJIX,RL42,Hypothetical,M253,M250
NULOJIX,RL43,Hypothetical,M254,M250
NULOJIX,RL44,Hypothetical,M255,M250
NULOJIX,RL45,Hypothetical,M256,M250
NULOJIX,RL46,Hypothetical,M257,M250
NULOJIX,RL47,Hypothetical,M258,M250
NULOJIX,RL48,Effect,M260,M261
NULOJIX,RL49,Effect,M281,M285
NULOJIX,RL50,Effect,M283,M284
NULOJIX,RL51,Effect,M287,M288
GILOTRIF,RL1,Effect,M39,M40
GILOTRIF,RL2,Hypothetical,M80,M79
GILOTRIF,RL3,Hypothetical,M81,M79
GILOTRIF,RL4,Effect,M82,M85
GILOTRIF,RL5,Effect,M83,M85
GILOTRIF,RL6,Effect,M84,M85
GILOTRIF,RL7,Hypothetical,M94,M93
GILOTRIF,RL8,Effect,M100,M101
GILOTRIF,RL9,Effect,M102,M105
GILOTRIF,RL10,Effect,M107,M106
GILOTRIF,RL11,Effect,M116,M115
GILOTRIF,RL12,Effect,M120,M118
GILOTRIF,RL13,Effect,M120,M117
GILOTRIF,RL14,Effect,M120,M119
GILOTRIF,RL15,Effect,M130,M129
GILOTRIF,RL16,Effect,M144,M145
GILOTRIF,RL17,Hypothetical,M147,M146
GILOTRIF,RL18,Hypothetical,M149,M150
KALBITOR,RL1,Effect,M44,M43
KALBITOR,RL2,Hypothetical,M44,M42
APTIOM,RL1,Effect,M4,M3
APTIOM,RL2,Effect,M89,M88
APTIOM,RL3,Hypothetical,M98,M97
APTIOM,RL4,Hypothetical,M99,M97
APTIOM,RL5,Negated,M108,M107
APTIOM,RL6,Hypothetical,M110,M109
APTIOM,RL7,Hypothetical,M111,M109
APTIOM,RL8,Hypothetical,M113,M112
APTIOM,RL9,Hypothetical,M114,M112
APTIOM,RL10,Hypothetical,M116,M115
APTIOM,RL11,Hypothetical,M117,M115
APTIOM,RL12,Hypothetical,M119,M118
APTIOM,RL13,Hypothetical,M120,M118
APTIOM,RL14,Negated,M124,M123
APTIOM,RL15,Negated,M125,M123
APTIOM,RL16,Negated,M126,M123
APTIOM,RL17,Negated,M127,M123
APTIOM,RL18,Hypothetical,M132,M137
APTIOM,RL19,Hypothetical,M133,M137
APTIOM,RL20,Effect,M133,M131
APTIOM,RL21,Hypothetical,M134,M137
APTIOM,RL22,Hypothetical,M135,M137
APTIOM,RL23,Hypothetical,M136,M137
APTIOM,RL24,Negated,M139,M140
APTIOM,RL25,Effect,M139,M138
APTIOM,RL26,Effect,M145,M147
APTIOM,RL27,Negated,M161,M162
APTIOM,RL28,Hypothetical,M169,M168
APTIOM,RL29,Effect,M171,M172
APTIOM,RL30,Effect,M175,M173
APTIOM,RL31,Effect,M175,M176
APTIOM,RL32,Effect,M179,M178
APTIOM,RL33,Effect,M180,M178
APTIOM,RL34,Effect,M183,M182
APTIOM,RL35,Effect,M230,M231
APTIOM,RL36,Effect,M238,M239
APTIOM,RL37,Effect,M245,M242
APTIOM,RL38,Effect,M245,M243
APTIOM,RL39,Effect,M245,M244
APTIOM,RL40,Effect,M245,M246
APTIOM,RL41,Effect,M247,M248
APTIOM,RL42,Effect,M252,M251
APTIOM,RL43,Negated,M258,M257
APTIOM,RL44,Negated,M259,M257
DUAVEE,RL1,Negated,M13,M14
DUAVEE,RL2,Negated,M30,M31
DUAVEE,RL3,Hypothetical,M33,M32
DUAVEE,RL4,Hypothetical,M37,M36
DUAVEE,RL5,Hypothetical,M41,M40
DUAVEE,RL6,Hypothetical,M42,M43
DUAVEE,RL7,Negated,M45,M44
DUAVEE,RL8,Hypothetical,M46,M49
DUAVEE,RL9,Hypothetical,M47,M49
DUAVEE,RL10,Hypothetical,M48,M49
DUAVEE,RL11,Hypothetical,M50,M51
DUAVEE,RL12,Hypothetical,M55,M54
DUAVEE,RL13,Hypothetical,M56,M57
DUAVEE,RL14,Hypothetical,M59,M58
DUAVEE,RL15,Hypothetical,M60,M58
DUAVEE,RL16,Hypothetical,M61,M58
DUAVEE,RL17,Hypothetical,M63,M62
DUAVEE,RL18,Hypothetical,M74,M73
DUAVEE,RL19,Hypothetical,M76,M75
DUAVEE,RL20,Hypothetical,M77,M79
DUAVEE,RL21,Hypothetical,M78,M79
DUAVEE,RL22,Hypothetical,M80,M81
DUAVEE,RL23,Negated,M83,M82
DUAVEE,RL24,Hypothetical,M83,M84
DUAVEE,RL25,Hypothetical,M85,M91
DUAVEE,RL26,Hypothetical,M86,M91
DUAVEE,RL27,Hypothetical,M88,M91
DUAVEE,RL28,Effect,M88,M87
DUAVEE,RL29,Hypothetical,M89,M91
DUAVEE,RL30,Hypothetical,M90,M91
DUAVEE,RL31,Negated,M93,M92
DUAVEE,RL32,Hypothetical,M94,M98
DUAVEE,RL33,Hypothetical,M95,M98
DUAVEE,RL34,Hypothetical,M96,M98
DUAVEE,RL35,Hypothetical,M97,M98
DUAVEE,RL36,Hypothetical,M99,M98
DUAVEE,RL37,Hypothetical,M100,M101
DUAVEE,RL38,Hypothetical,M102,M103
DUAVEE,RL39,Hypothetical,M104,M105
DUAVEE,RL40,Hypothetical,M107,M106
DUAVEE,RL41,Hypothetical,M109,M108
DUAVEE,RL42,Hypothetical,M111,M110
DUAVEE,RL43,Hypothetical,M112,M113
DUAVEE,RL44,Hypothetical,M114,M115
DUAVEE,RL45,Hypothetical,M117,M116
DUAVEE,RL46,Effect,M120,M119
DUAVEE,RL47,Negated,M121,M122
DUAVEE,RL48,Hypothetical,M124,M123
DUAVEE,RL49,Hypothetical,M125,M123
DUAVEE,RL50,Hypothetical,M130,M129
DUAVEE,RL51,Hypothetical,M132,M131
DUAVEE,RL52,Hypothetical,M162,M161
DUAVEE,RL53,Hypothetical,M163,M161
DUAVEE,RL54,Hypothetical,M164,M161
DUAVEE,RL55,Hypothetical,M165,M161
DUAVEE,RL56,Hypothetical,M166,M161
DUAVEE,RL57,Hypothetical,M167,M161
DUAVEE,RL58,Hypothetical,M168,M171
DUAVEE,RL59,Hypothetical,M169,M171
DUAVEE,RL60,Hypothetical,M170,M171
DUAVEE,RL61,Hypothetical,M172,M173
DUAVEE,RL62,Hypothetical,M174,M173
DUAVEE,RL63,Hypothetical,M175,M173
DUAVEE,RL64,Hypothetical,M176,M173
DUAVEE,RL65,Hypothetical,M177,M173
KALYDECO,RL1,Effect,M57,M58
KALYDECO,RL2,Effect,M60,M59
