drug_name,id,section,type,start,len,str
BENLYSTA,M156,S2,AdverseReaction,8377,10,depression
BENLYSTA,M157,S2,AdverseReaction,8437,8,insomnia
BENLYSTA,M158,S2,AdverseReaction,8484,7,anxiety
BENLYSTA,M159,S2,Severity,8526,7,Serious
BENLYSTA,M160,S2,AdverseReaction,8534,18,psychiatric events
BENLYSTA,M161,S2,Severity,8696,7,Serious
BENLYSTA,M162,S2,AdverseReaction,8704,10,depression
BENLYSTA,M163,S2,AdverseReaction,8829,8,suicides
BENLYSTA,M164,S2,Severity,8929,7,serious
BENLYSTA,M165,S2,AdverseReaction,8937,10,depression
BENLYSTA,M166,S2,AdverseReaction,8951,17,suicidal behavior
XALKORI,M1,S1,AdverseReaction,133,14,Hepatotoxicity
XALKORI,M2,S1,AdverseReaction,194,25,Interstitial Lung Disease
XALKORI,M3,S1,AdverseReaction,220,11,Pneumonitis
XALKORI,M4,S1,AdverseReaction,278,24,QT Interval Prolongation
XALKORI,M5,S1,AdverseReaction,349,11,Bradycardia
XALKORI,M6,S1,Severity,407,6,Severe
XALKORI,M7,S1,AdverseReaction,414,11,Visual Loss
XALKORI,M8,S1,AdverseReaction,531,16,vision disorders
XALKORI,M9,S1,AdverseReaction,549,8,diarrhea
XALKORI,M10,S1,AdverseReaction,559,6,nausea
XALKORI,M11,S1,AdverseReaction,567,8,vomiting
XALKORI,M12,S1,AdverseReaction,577,12,constipation
XALKORI,M13,S1,AdverseReaction,591,5,edema
XALKORI,M14,S1,AdverseReaction,598,22,elevated transaminases
XALKORI,M15,S1,AdverseReaction,622,27,upper respiratory infection
XALKORI,M16,S1,AdverseReaction,651,18,decreased appetite
XALKORI,M17,S1,AdverseReaction,675,9,dysgeusia
XALKORI,M18,S1,AdverseReaction,1676,16,vision disorders
XALKORI,M19,S1,AdverseReaction,1694,8,diarrhea
XALKORI,M20,S1,AdverseReaction,1704,6,nausea
XALKORI,M21,S1,AdverseReaction,1712,8,vomiting
XALKORI,M22,S1,AdverseReaction,1722,12,constipation
XALKORI,M23,S1,AdverseReaction,1736,5,edema
XALKORI,M24,S1,AdverseReaction,1743,22,elevated transaminases
XALKORI,M25,S1,AdverseReaction,1767,27,upper respiratory infection
XALKORI,M26,S1,AdverseReaction,1796,18,decreased appetite
XALKORI,M27,S1,AdverseReaction,1820,9,dysgeusia
XALKORI,M28,S1,AdverseReaction,3562,7,dyspnea
XALKORI,M29,S1,AdverseReaction,3581,18,pulmonary embolism
XALKORI,M30,S1,AdverseReaction,3608,5,Fatal
XALKORI,M31,S1,AdverseReaction,3698,12,septic shock
XALKORI,M32,S1,AdverseReaction,3712,25,acute respiratory failure
XALKORI,M33,S1,AdverseReaction,3743,21,diabetic ketoacidosis
XALKORI,M34,S1,AdverseReaction,3948,6,nausea
XALKORI,M35,S1,AdverseReaction,3966,22,elevated transaminases
XALKORI,M36,S1,AdverseReaction,4187,22,elevated transaminases
XALKORI,M37,S1,AdverseReaction,4218,14,hepatotoxicity
XALKORI,M38,S1,AdverseReaction,4245,3,ILD
XALKORI,M39,S1,AdverseReaction,4939,30,Electrocardiogram QT prolonged
XALKORI,M40,S1,AdverseReaction,5052,11,Bradycardia
XALKORI,M41,S1,AdverseReaction,5278,15,Vision disorder
XALKORI,M42,S1,AdverseReaction,5504,8,Vomiting
XALKORI,M43,S1,AdverseReaction,5617,8,Diarrhea
XALKORI,M44,S1,AdverseReaction,5730,12,Constipation
XALKORI,M45,S1,AdverseReaction,5843,9,Dyspepsia
XALKORI,M46,S1,AdverseReaction,5956,9,Dysphagia
XALKORI,M47,S1,AdverseReaction,6069,14,Abdominal pain
XALKORI,M48,S1,AdverseReaction,6311,5,Edema
XALKORI,M49,S1,AdverseReaction,6424,7,Pyrexia
XALKORI,M50,S1,AdverseReaction,6650,27,Upper respiratory infection
XALKORI,M51,S1,AdverseReaction,6876,16,Weight increased
XALKORI,M52,S1,AdverseReaction,7113,17,Pain in extremity
XALKORI,M53,S1,AdverseReaction,7226,12,Muscle spasm
XALKORI,M54,S1,AdverseReaction,7452,9,Dizziness
XALKORI,M55,S1,AdverseReaction,7565,9,Dysgeusia
XALKORI,M56,S1,AdverseReaction,7678,8,Headache
XALKORI,M57,S1,AdverseReaction,7923,6,nausea
XALKORI,M58,S1,AdverseReaction,7937,18,decreased appetite
XALKORI,M59,S1,AdverseReaction,7963,7,fatigue
XALKORI,M60,S1,AdverseReaction,7978,10,neuropathy
XALKORI,M61,S1,AdverseReaction,8010,16,gait disturbance
XALKORI,M62,S1,AdverseReaction,8028,13,hypoaesthesia
XALKORI,M63,S1,AdverseReaction,8043,17,muscular weakness
XALKORI,M64,S1,AdverseReaction,8062,9,neuralgia
XALKORI,M65,S1,AdverseReaction,8073,21,neuropathy peripheral
XALKORI,M66,S1,AdverseReaction,8096,12,paraesthesia
XALKORI,M67,S1,AdverseReaction,8110,29,peripheral sensory neuropathy
XALKORI,M68,S1,AdverseReaction,8141,14,polyneuropathy
XALKORI,M69,S1,AdverseReaction,8157,19,sensory disturbance
XALKORI,M70,S1,AdverseReaction,8179,4,rash
XALKORI,M71,S1,AdverseReaction,8191,10,renal cyst
XALKORI,M72,S1,AdverseReaction,8208,3,ILD
XALKORI,M73,S1,AdverseReaction,8217,3,ILD
XALKORI,M74,S1,AdverseReaction,8222,11,pneumonitis
XALKORI,M75,S1,AdverseReaction,8240,7,syncope
XALKORI,M76,S1,AdverseReaction,8683,11,Neutropenia
XALKORI,M77,S1,AdverseReaction,8796,11,Lymphopenia
XALKORI,M78,S1,AdverseReaction,9022,13,ALT elevation
XALKORI,M79,S1,AdverseReaction,9135,13,AST elevation
XALKORI,M80,S1,AdverseReaction,9248,16,Hypophosphatemia
XALKORI,M81,S1,AdverseReaction,10930,9,pneumonia
XALKORI,M82,S1,AdverseReaction,10948,18,pulmonary embolism
XALKORI,M83,S1,AdverseReaction,10975,7,dyspnea
XALKORI,M84,S1,AdverseReaction,10995,3,ILD
XALKORI,M85,S1,AdverseReaction,11007,5,Fatal
XALKORI,M86,S1,AdverseReaction,11114,35,acute respiratory distress syndrome
XALKORI,M87,S1,AdverseReaction,11151,10,arrhythmia
XALKORI,M88,S1,AdverseReaction,11163,7,dyspnea
XALKORI,M89,S1,AdverseReaction,11172,9,pneumonia
XALKORI,M90,S1,AdverseReaction,11183,11,pneumonitis
XALKORI,M91,S1,AdverseReaction,11196,18,pulmonary embolism
XALKORI,M92,S1,AdverseReaction,11216,3,ILD
XALKORI,M93,S1,AdverseReaction,11221,19,respiratory failure
XALKORI,M94,S1,AdverseReaction,11245,6,sepsis
XALKORI,M95,S1,AdverseReaction,"11453,11484","24,9",alanine aminotransferase elevation
XALKORI,M96,S1,AdverseReaction,"11479,11484","3,9",ALT elevation
XALKORI,M97,S1,AdverseReaction,"11541,11574","26,9",aspartate aminotransferase elevation
XALKORI,M98,S1,AdverseReaction,"11569,11574","3,9",AST elevation
XALKORI,M99,S1,AdverseReaction,11585,16,QTc prolongation
XALKORI,M100,S1,AdverseReaction,11614,11,neutropenia
XALKORI,M101,S1,AdverseReaction,11785,3,ILD
XALKORI,M102,S1,AdverseReaction,"11797,11809","3,9",ALT elevation
XALKORI,M103,S1,AdverseReaction,11805,13,AST elevation
XALKORI,M104,S1,AdverseReaction,11827,7,dyspnea
XALKORI,M105,S1,AdverseReaction,11847,18,pulmonary embolism
XALKORI,M106,S1,AdverseReaction,12533,9,Dizziness
XALKORI,M107,S1,AdverseReaction,12646,9,Dysgeusia
XALKORI,M108,S1,AdverseReaction,12759,7,Syncope
XALKORI,M109,S1,AdverseReaction,12985,15,Vision disorder
XALKORI,M110,S1,AdverseReaction,13211,30,Electrocardiogram QT prolonged
XALKORI,M111,S1,AdverseReaction,13324,11,Bradycardia
XALKORI,M112,S1,AdverseReaction,13550,16,Weight decreased
XALKORI,M113,S1,AdverseReaction,13776,8,Vomiting
XALKORI,M114,S1,AdverseReaction,13889,6,Nausea
XALKORI,M115,S1,AdverseReaction,14002,8,Diarrhea
XALKORI,M116,S1,AdverseReaction,14115,12,Constipation
XALKORI,M117,S1,AdverseReaction,14228,9,Dyspepsia
XALKORI,M118,S1,AdverseReaction,14454,27,Upper respiratory infection
XALKORI,M119,S1,AdverseReaction,14691,18,Pulmonary embolism
XALKORI,M120,S1,AdverseReaction,14933,5,Edema
XALKORI,M121,S1,AdverseReaction,15183,7,fatigue
XALKORI,M122,S1,AdverseReaction,15198,10,neuropathy
XALKORI,M123,S1,AdverseReaction,15215,11,dysesthesia
XALKORI,M124,S1,AdverseReaction,15228,16,gait disturbance
XALKORI,M125,S1,AdverseReaction,15246,12,hypoesthesia
XALKORI,M126,S1,AdverseReaction,15260,17,muscular weakness
XALKORI,M127,S1,AdverseReaction,15279,9,neuralgia
XALKORI,M128,S1,AdverseReaction,15290,21,peripheral neuropathy
XALKORI,M129,S1,AdverseReaction,15313,11,parasthesia
XALKORI,M130,S1,AdverseReaction,15326,29,peripheral sensory neuropathy
XALKORI,M131,S1,AdverseReaction,15357,14,polyneuropathy
XALKORI,M132,S1,AdverseReaction,15373,25,burning sensation in skin
XALKORI,M133,S1,AdverseReaction,15401,4,rash
XALKORI,M134,S1,AdverseReaction,15412,3,ILD
XALKORI,M135,S1,AdverseReaction,15421,35,acute respiratory distress syndrome
XALKORI,M136,S1,AdverseReaction,15458,3,ILD
XALKORI,M137,S1,AdverseReaction,15463,11,pneumonitis
XALKORI,M138,S1,AdverseReaction,15477,10,renal cyst
XALKORI,M139,S1,AdverseReaction,15498,15,hepatic failure
XALKORI,M140,S1,AdverseReaction,15958,11,Neutropenia
XALKORI,M141,S1,AdverseReaction,16071,11,Lymphopenia
XALKORI,M142,S1,AdverseReaction,16297,13,ALT elevation
XALKORI,M143,S1,AdverseReaction,16410,13,AST elevation
XALKORI,M144,S1,AdverseReaction,16523,11,Hypokalemia
XALKORI,M145,S1,AdverseReaction,16636,16,Hypophosphatemia
XALKORI,M146,S1,AdverseReaction,16841,16,Vision disorders
XALKORI,M147,S1,AdverseReaction,16873,17,visual impairment
XALKORI,M148,S1,AdverseReaction,16892,9,photopsia
XALKORI,M149,S1,AdverseReaction,16903,14,blurred vision
XALKORI,M150,S1,AdverseReaction,16922,17,vitreous floaters
XALKORI,M151,S1,Severity,17023,7,Grade 1
XALKORI,M152,S1,AdverseReaction,17031,24,visual adverse reactions
XALKORI,M153,S1,Severity,17092,7,Grade 3
XALKORI,M154,S1,Severity,"17092,17104","5,1",Grade 4
XALKORI,M155,S1,Severity,17127,7,Grade 4
XALKORI,M156,S1,AdverseReaction,17135,17,visual impairment
XALKORI,M157,S1,AdverseReaction,17135,17,visual impairment
XALKORI,M158,S1,AdverseReaction,17303,19,visual disturbances
XALKORI,M159,S1,AdverseReaction,17384,15,vision disorder
XALKORI,M160,S1,AdverseReaction,17540,19,visual disturbances
XALKORI,M161,S1,AdverseReaction,17795,10,Neuropathy
XALKORI,M162,S1,AdverseReaction,"17795,17821","10,7",Neuropathy sensory
XALKORI,M163,S1,AdverseReaction,17961,11,Renal cysts
XALKORI,M164,S1,AdverseReaction,18019,11,Renal cysts
XALKORI,M165,S1,AdverseReaction,18137,11,Renal cysts
XALKORI,M166,S1,AdverseReaction,18271,11,renal cysts
XALKORI,M167,S1,AdverseReaction,"18271,18316","11,7",renal cysts complex
XALKORI,M168,S1,AdverseReaction,18325,39,Local cystic invasion beyond the kidney
XALKORI,M169,S1,Factor,18418,10,suggestive
XALKORI,M170,S1,AdverseReaction,18432,7,abscess
XALKORI,M171,S1,Negation,18483,2,no
XALKORI,M172,S1,AdverseReaction,18486,15,renal abscesses
XALKORI,M173,S2,AdverseReaction,52,14,Hepatotoxicity
XALKORI,M174,S2,AdverseReaction,68,5,Fatal
XALKORI,M175,S2,AdverseReaction,74,14,hepatotoxicity
XALKORI,M176,S2,AdverseReaction,241,25,Interstitial Lung Disease
XALKORI,M177,S2,AdverseReaction,268,3,ILD
XALKORI,M178,S2,AdverseReaction,273,11,Pneumonitis
XALKORI,M179,S2,AdverseReaction,389,24,QT Interval Prolongation
XALKORI,M180,S2,AdverseReaction,700,11,Bradycardia
XALKORI,M181,S2,Factor,721,3,can
XALKORI,M182,S2,AdverseReaction,731,11,bradycardia
XALKORI,M183,S2,Severity,878,6,Severe
XALKORI,M184,S2,AdverseReaction,885,11,Visual Loss
XALKORI,M185,S2,AdverseReaction,1040,20,Embryofetal Toxicity
XALKORI,M186,S2,Factor,1062,3,Can
XALKORI,M187,S2,AdverseReaction,1072,10,fetal harm
XALKORI,M188,S2,AdverseReaction,1270,14,hepatotoxicity
XALKORI,M189,S2,AdverseReaction,1290,5,fatal
XALKORI,M190,S2,AdverseReaction,1425,38,elevations in alanine aminotransferase
XALKORI,M191,S2,AdverseReaction,"1425,1465","13,3",elevations in ALT
XALKORI,M192,S2,AdverseReaction,"1425,1473","13,26",elevations in aspartate aminotransferase
XALKORI,M193,S2,AdverseReaction,"1425,1501","13,3",elevations in AST
XALKORI,M194,S2,Severity,1531,43,three times the upper limit of normal (ULN)
XALKORI,M195,S2,AdverseReaction,"1579,1620","15,17",total bilirubin two times the ULN
XALKORI,M196,S2,AdverseReaction,1740,17,elevations in ALT
XALKORI,M197,S2,AdverseReaction,"1740,1761","13,3",elevations in AST
XALKORI,M198,S2,Severity,1778,18,five times the ULN
XALKORI,M199,S2,AdverseReaction,1925,22,elevated transaminases
XALKORI,M200,S2,AdverseReaction,1949,23,Transaminase elevations
XALKORI,M201,S2,Severity,2588,6,Severe
XALKORI,M202,S2,Severity,2596,16,life-threatening
XALKORI,M203,S2,AdverseReaction,2617,5,fatal
XALKORI,M204,S2,AdverseReaction,2623,25,interstitial lung disease
XALKORI,M205,S2,AdverseReaction,2623,25,interstitial lung disease
XALKORI,M206,S2,AdverseReaction,2650,3,ILD
XALKORI,M207,S2,AdverseReaction,2650,3,ILD
XALKORI,M208,S2,AdverseReaction,2655,11,pneumonitis
XALKORI,M209,S2,AdverseReaction,2655,11,pneumonitis
XALKORI,M210,S2,Factor,2667,3,can
XALKORI,M211,S2,AdverseReaction,2783,3,ILD
XALKORI,M212,S2,Severity,2824,7,Grade 3
XALKORI,M213,S2,Severity,"2824,2835","5,1",Grade 4
XALKORI,M214,S2,AdverseReaction,2837,3,ILD
XALKORI,M215,S2,AdverseReaction,2868,5,fatal
XALKORI,M216,S2,AdverseReaction,2874,3,ILD
XALKORI,M217,S2,AdverseReaction,3293,16,QTc prolongation
XALKORI,M218,S2,Factor,3310,3,can
XALKORI,M219,S2,AdverseReaction,"3409,3454","4,31",QTcF greater than or equal to 500 ms
XALKORI,M220,S2,AdverseReaction,"3524,3547","8,4",increase QTcF
XALKORI,M221,S2,Severity,3577,5,60 ms
XALKORI,M222,S2,AdverseReaction,4498,23,Symptomatic bradycardia
XALKORI,M223,S2,AdverseReaction,4587,11,bradycardia
XALKORI,M224,S2,AdverseReaction,4700,40,heart rate less than 50 beats per minute
XALKORI,M225,S2,Severity,4762,7,Grade 3
XALKORI,M226,S2,AdverseReaction,4770,7,syncope
XALKORI,M227,S2,Severity,5906,7,Grade 4
XALKORI,M228,S2,AdverseReaction,5914,19,visual field defect
XALKORI,M229,S2,AdverseReaction,5939,11,vision loss
XALKORI,M230,S2,AdverseReaction,5970,13,Optic atrophy
XALKORI,M231,S2,AdverseReaction,5988,20,optic nerve disorder
XALKORI,M232,S2,Factor,6031,9,potential
XALKORI,M233,S2,AdverseReaction,6051,11,vision loss
XALKORI,M234,S2,Factor,6720,3,can
XALKORI,M235,S2,AdverseReaction,6730,10,fetal harm
XALKORI,M236,S2,Animal,6858,4,rats
XALKORI,M237,S2,AdverseReaction,6975,14,embryotoxicity
XALKORI,M238,S2,AdverseReaction,6994,12,fetotoxicity
CLEVIPREX,M1,S1,AdverseReaction,93,11,Hypotension
CLEVIPREX,M2,S1,AdverseReaction,109,18,Reflex Tachycardia
CLEVIPREX,M3,S1,AdverseReaction,228,8,headache
CLEVIPREX,M4,S1,AdverseReaction,238,6,nausea
CLEVIPREX,M5,S1,AdverseReaction,250,8,vomiting
CLEVIPREX,M6,S1,AdverseReaction,2183,19,Acute renal failure
CLEVIPREX,M7,S1,AdverseReaction,2321,19,Atrial fibrillation
CLEVIPREX,M8,S1,AdverseReaction,2459,6,Nausea
CLEVIPREX,M9,S1,AdverseReaction,4317,8,headache
CLEVIPREX,M10,S1,AdverseReaction,4334,6,nausea
CLEVIPREX,M11,S1,AdverseReaction,4353,8,vomiting
CLEVIPREX,M12,S1,AdverseReaction,4691,21,myocardial infarction
CLEVIPREX,M13,S1,AdverseReaction,4714,14,cardiac arrest
CLEVIPREX,M14,S1,AdverseReaction,4744,7,syncope
CLEVIPREX,M15,S1,AdverseReaction,4764,7,dyspnea
CLEVIPREX,M16,S1,AdverseReaction,5129,29,increased blood triglycerides
CLEVIPREX,M17,S1,AdverseReaction,5160,5,ileus
CLEVIPREX,M18,S1,AdverseReaction,5167,16,hypersensitivity
CLEVIPREX,M19,S1,AdverseReaction,5185,11,hypotension
CLEVIPREX,M20,S1,AdverseReaction,5198,6,nausea
CLEVIPREX,M21,S1,AdverseReaction,5206,27,decreased oxygen saturation
CLEVIPREX,M22,S1,Factor,5235,8,possible
CLEVIPREX,M23,S1,AdverseReaction,5244,18,pulmonary shunting
CLEVIPREX,M24,S1,AdverseReaction,5268,18,reflex tachycardia
CLEVIPREX,M25,S2,AdverseReaction,150,11,Hypotension
CLEVIPREX,M26,S2,AdverseReaction,166,18,reflex tachycardia
CLEVIPREX,M27,S2,Factor,189,9,potential
CLEVIPREX,M28,S2,DrugClass,266,40,Dihydropyridine calcium channel blockers
CLEVIPREX,M29,S2,AdverseReaction,319,26,negative inotropic effects
CLEVIPREX,M30,S2,AdverseReaction,350,24,exacerbate heart failure
CLEVIPREX,M31,S2,Factor,1011,3,may
CLEVIPREX,M32,S2,AdverseReaction,1023,20,systemic hypotension
CLEVIPREX,M33,S2,AdverseReaction,1048,18,reflex tachycardia
CLEVIPREX,M34,S2,DrugClass,1716,40,Dihydropyridine calcium channel blockers
CLEVIPREX,M35,S2,AdverseReaction,1769,26,negative inotropic effects
CLEVIPREX,M36,S2,AdverseReaction,1800,24,exacerbate heart failure
LUMIZYME,M1,S1,AdverseReaction,122,26,hypersensitivity reactions
LUMIZYME,M2,S1,AdverseReaction,163,11,anaphylaxis
LUMIZYME,M3,S1,AdverseReaction,176,4,rash
LUMIZYME,M4,S1,AdverseReaction,182,7,pyrexia
LUMIZYME,M5,S1,AdverseReaction,191,8,flushing
LUMIZYME,M6,S1,AdverseReaction,200,11,feeling hot
LUMIZYME,M7,S1,AdverseReaction,213,9,urticaria
LUMIZYME,M8,S1,AdverseReaction,224,8,headache
LUMIZYME,M9,S1,AdverseReaction,234,13,hyperhidrosis
LUMIZYME,M10,S1,AdverseReaction,249,6,nausea
LUMIZYME,M11,S1,AdverseReaction,257,5,cough
LUMIZYME,M12,S1,AdverseReaction,264,27,decreased oxygen saturation
LUMIZYME,M13,S1,AdverseReaction,293,11,tachycardia
LUMIZYME,M14,S1,AdverseReaction,306,9,tachypnea
LUMIZYME,M15,S1,AdverseReaction,317,16,chest discomfort
LUMIZYME,M16,S1,AdverseReaction,335,9,dizziness
LUMIZYME,M17,S1,AdverseReaction,346,16,muscle twitching
LUMIZYME,M18,S1,AdverseReaction,364,9,agitation
LUMIZYME,M19,S1,AdverseReaction,375,8,cyanosis
LUMIZYME,M20,S1,AdverseReaction,385,8,erythema
LUMIZYME,M21,S1,AdverseReaction,395,12,hypertension
LUMIZYME,M22,S1,AdverseReaction,408,24,increased blood pressure
LUMIZYME,M23,S1,AdverseReaction,434,6,pallor
LUMIZYME,M24,S1,AdverseReaction,442,6,rigors
LUMIZYME,M25,S1,AdverseReaction,450,6,tremor
LUMIZYME,M26,S1,AdverseReaction,458,8,vomiting
LUMIZYME,M27,S1,AdverseReaction,468,7,fatigue
LUMIZYME,M28,S1,AdverseReaction,481,7,myalgia
LUMIZYME,M29,S1,AdverseReaction,1236,26,hypersensitivity reactions
LUMIZYME,M30,S1,AdverseReaction,1277,11,anaphylaxis
LUMIZYME,M31,S1,AdverseReaction,1290,4,rash
LUMIZYME,M32,S1,AdverseReaction,1296,7,pyrexia
LUMIZYME,M33,S1,AdverseReaction,1305,8,flushing
LUMIZYME,M34,S1,AdverseReaction,1314,11,feeling hot
LUMIZYME,M35,S1,AdverseReaction,1327,9,urticaria
LUMIZYME,M36,S1,AdverseReaction,1338,8,headache
LUMIZYME,M37,S1,AdverseReaction,1348,13,hyperhidrosis
LUMIZYME,M38,S1,AdverseReaction,1363,6,nausea
LUMIZYME,M39,S1,AdverseReaction,1371,5,cough
LUMIZYME,M40,S1,AdverseReaction,1378,27,decreased oxygen saturation
LUMIZYME,M41,S1,AdverseReaction,1407,11,tachycardia
LUMIZYME,M42,S1,AdverseReaction,1420,9,tachypnea
LUMIZYME,M43,S1,AdverseReaction,1431,16,chest discomfort
LUMIZYME,M44,S1,AdverseReaction,1449,9,dizziness
LUMIZYME,M45,S1,AdverseReaction,1460,16,muscle twitching
LUMIZYME,M46,S1,AdverseReaction,1478,9,agitation
LUMIZYME,M47,S1,AdverseReaction,1489,8,cyanosis
LUMIZYME,M48,S1,AdverseReaction,1499,8,erythema
LUMIZYME,M49,S1,AdverseReaction,1509,12,hypertension
LUMIZYME,M50,S1,AdverseReaction,1522,24,increased blood pressure
LUMIZYME,M51,S1,AdverseReaction,1548,6,pallor
LUMIZYME,M52,S1,AdverseReaction,1556,6,rigors
LUMIZYME,M53,S1,AdverseReaction,1564,6,tremor
LUMIZYME,M54,S1,AdverseReaction,1572,8,vomiting
LUMIZYME,M55,S1,AdverseReaction,1582,7,fatigue
LUMIZYME,M56,S1,AdverseReaction,1595,7,myalgia
LUMIZYME,M57,S1,AdverseReaction,2101,11,anaphylaxis
LUMIZYME,M58,S1,AdverseReaction,2117,31,acute cardiorespiratory failure
LUMIZYME,M59,S1,AdverseReaction,2235,26,hypersensitivity reactions
LUMIZYME,M60,S1,AdverseReaction,2346,4,rash
LUMIZYME,M61,S1,AdverseReaction,2352,7,pyrexia
LUMIZYME,M62,S1,AdverseReaction,2361,9,urticaria
LUMIZYME,M63,S1,AdverseReaction,2372,8,flushing
LUMIZYME,M64,S1,AdverseReaction,2382,27,decreased oxygen saturation
LUMIZYME,M65,S1,AdverseReaction,2411,5,cough
LUMIZYME,M66,S1,AdverseReaction,2418,9,tachypnea
LUMIZYME,M67,S1,AdverseReaction,2429,11,tachycardia
LUMIZYME,M68,S1,AdverseReaction,2442,12,hypertension
LUMIZYME,M69,S1,AdverseReaction,2455,24,increased blood pressure
LUMIZYME,M70,S1,AdverseReaction,2481,6,pallor
LUMIZYME,M71,S1,AdverseReaction,2489,6,rigors
LUMIZYME,M72,S1,AdverseReaction,2497,8,vomiting
LUMIZYME,M73,S1,AdverseReaction,2507,8,cyanosis
LUMIZYME,M74,S1,AdverseReaction,2517,9,agitation
LUMIZYME,M75,S1,AdverseReaction,2532,6,tremor
LUMIZYME,M76,S1,AdverseReaction,2720,26,hypersensitivity reactions
LUMIZYME,M77,S1,AdverseReaction,3276,4,Rash
LUMIZYME,M78,S1,AdverseReaction,3292,17,rash erythematous
LUMIZYME,M79,S1,AdverseReaction,3311,12,rash macular
LUMIZYME,M80,S1,AdverseReaction,"3311,3328","4,14",rash maculo-papular
LUMIZYME,M81,S1,AdverseReaction,3387,7,Pyrexia
LUMIZYME,M82,S1,AdverseReaction,3494,9,Urticaria
LUMIZYME,M83,S1,AdverseReaction,3601,8,Flushing
LUMIZYME,M84,S1,AdverseReaction,3708,12,Hypertension
LUMIZYME,M85,S1,AdverseReaction,3721,24,Increased Blood Pressure
LUMIZYME,M86,S1,AdverseReaction,3815,27,Decreased Oxygen Saturation
LUMIZYME,M87,S1,AdverseReaction,3922,5,Cough
LUMIZYME,M88,S1,AdverseReaction,4029,9,Tachypnea
LUMIZYME,M89,S1,AdverseReaction,4136,11,Tachycardia
LUMIZYME,M90,S1,AdverseReaction,4243,8,Erythema
LUMIZYME,M91,S1,AdverseReaction,4350,8,Vomiting
LUMIZYME,M92,S1,AdverseReaction,4457,6,Rigors
LUMIZYME,M93,S1,AdverseReaction,4564,6,Pallor
LUMIZYME,M94,S1,AdverseReaction,4671,8,Cyanosis
LUMIZYME,M95,S1,AdverseReaction,4778,9,Agitation
LUMIZYME,M96,S1,AdverseReaction,4885,6,Tremor
LUMIZYME,M97,S1,AdverseReaction,5334,26,hypersensitivity reactions
LUMIZYME,M98,S1,AdverseReaction,5507,18,livedo reticularis
LUMIZYME,M99,S1,AdverseReaction,5527,12,irritability
LUMIZYME,M100,S1,AdverseReaction,5541,8,retching
LUMIZYME,M101,S1,AdverseReaction,5551,21,increased lacrimation
LUMIZYME,M102,S1,AdverseReaction,5574,25,ventricular extrasystoles
LUMIZYME,M103,S1,AdverseReaction,5601,12,nodal rhythm
LUMIZYME,M104,S1,AdverseReaction,5615,5,rales
LUMIZYME,M105,S1,AdverseReaction,5622,28,respiratory tract irritation
LUMIZYME,M106,S1,AdverseReaction,5656,10,cold sweat
LUMIZYME,M107,S1,AdverseReaction,7015,22,anaphylactic reactions
LUMIZYME,M108,S1,AdverseReaction,7111,11,anaphylaxis
LUMIZYME,M109,S1,AdverseReaction,7143,10,angioedema
LUMIZYME,M110,S1,AdverseReaction,7155,16,throat tightness
LUMIZYME,M111,S1,AdverseReaction,7176,10,chest pain
LUMIZYME,M112,S1,AdverseReaction,"7176,7187","5,10",chest discomfort
LUMIZYME,M113,S1,AdverseReaction,7302,28,supraventricular tachycardia
LUMIZYME,M114,S1,AdverseReaction,7451,26,hypersensitivity reactions
LUMIZYME,M115,S1,AdverseReaction,7491,11,anaphylaxis
LUMIZYME,M116,S1,AdverseReaction,7504,8,headache
LUMIZYME,M117,S1,AdverseReaction,7514,6,nausea
LUMIZYME,M118,S1,AdverseReaction,7522,9,urticaria
LUMIZYME,M119,S1,AdverseReaction,7533,9,dizziness
LUMIZYME,M120,S1,AdverseReaction,7544,16,chest discomfort
LUMIZYME,M121,S1,AdverseReaction,7562,8,vomiting
LUMIZYME,M122,S1,AdverseReaction,7572,13,hyperhidrosis
LUMIZYME,M123,S1,AdverseReaction,7587,8,flushing
LUMIZYME,M124,S1,AdverseReaction,7596,11,feeling hot
LUMIZYME,M125,S1,AdverseReaction,7609,24,increased blood pressure
LUMIZYME,M126,S1,AdverseReaction,7635,11,paresthesia
LUMIZYME,M127,S1,AdverseReaction,7648,7,pyrexia
LUMIZYME,M128,S1,AdverseReaction,7657,14,local swelling
LUMIZYME,M129,S1,AdverseReaction,7673,8,diarrhea
LUMIZYME,M130,S1,AdverseReaction,7683,8,pruritus
LUMIZYME,M131,S1,AdverseReaction,7693,4,rash
LUMIZYME,M132,S1,AdverseReaction,7703,16,throat tightness
LUMIZYME,M133,S1,AdverseReaction,8017,13,hyperhidrosis
LUMIZYME,M134,S1,AdverseReaction,8125,7,fatigue
LUMIZYME,M135,S1,AdverseReaction,8134,7,myalgia
LUMIZYME,M136,S1,AdverseReaction,8147,6,nausea
LUMIZYME,M137,S1,AdverseReaction,8842,13,Hyperhidrosis
LUMIZYME,M138,S1,AdverseReaction,8951,9,Urticaria
LUMIZYME,M139,S1,AdverseReaction,9060,11,Anaphylaxis
LUMIZYME,M140,S1,AdverseReaction,9169,16,Chest Discomfort
LUMIZYME,M141,S1,AdverseReaction,9278,16,Muscle Twitching
LUMIZYME,M142,S1,AdverseReaction,9387,7,Myalgia
LUMIZYME,M143,S1,AdverseReaction,9496,8,Flushing
LUMIZYME,M144,S1,AdverseReaction,9505,11,Feeling Hot
LUMIZYME,M145,S1,AdverseReaction,9605,24,Increased Blood Pressure
