drug,adverse_event,comp_term,is_overlapping
ONFI,hallucination,hallucination Renal,1
ONFI,hallucination,state depression delirium hallucination Renal and Urinary Disorders,1
ONFI,hallucination,hallucination Renal,1
ONFI,hallucination,depression delirium hallucination Renal and Urinary,1
ONFI,hallucination,hallucination Renal,1
ONFI,hallucination,hallucination,1
ONFI,hallucination,Urinary,0
ONFI,Aspiration,Aspiration respiratory depression Skin and,1
ONFI,Aspiration,Aspiration,1
ONFI,Aspiration,Disorders,0
ONFI,Aspiration,and Subcutaneous Tissue Disorders Rash urticaria,0
ONFI,Aspiration,Urinary retention Respiratory Aspiration respiratory depression Skin and,1
ONFI,Aspiration,and Subcutaneous Tissue Disorders Rash urticaria,0
ONFI,Aspiration,Rash urticaria,0
ONFI,Aspiration,Aspiration respiratory,1
ONFI,Aspiration,Respiratory Aspiration respiratory,1
ONFI,Aspiration,Aspiration respiratory,1
ONFI,respiratory depression,respiratory depression Skin and Subcutaneous Tissue,1
ONFI,respiratory depression,Urinary retention Respiratory Disorders respiratory depression,1
ONFI,respiratory depression,respiratory depression Skin and Subcutaneous Tissue,1
ONFI,respiratory depression,Urinary retention Respiratory Disorders respiratory,1
ONFI,respiratory depression,angioedema,0
ONFI,respiratory depression,respiratory depression Skin and Subcutaneous Tissue Disorders,1
ONFI,respiratory depression,retention Respiratory Disorders respiratory,1
ONFI,respiratory depression,Respiratory,0
ONFI,respiratory depression,angioedema and,0
ONFI,respiratory depression,Urinary retention Respiratory Disorders respiratory depression Skin and Subcutaneous Tissue Disorders,1
ONFI,respiratory depression,angioedema and,0
ONFI,Rash,Rash urticaria angioedema and facial,1
ONFI,Rash,Tissue Rash urticaria angioedema and facial and,1
ONFI,Rash,Rash urticaria angioedema and facial,1
ONFI,Rash,Subcutaneous Tissue,0
ONFI,Rash,Subcutaneous,0
ONFI,Rash,Rash urticaria angioedema and,1
ONFI,urticaria,Subcutaneous Tissue Disorders urticaria angioedema,1
ONFI,urticaria,Rash urticaria angioedema and,1
ONFI,urticaria,urticaria angioedema and,1
ONFI,urticaria,urticaria angioedema and facial and,1
ONFI,angioedema,angioedema and facial and lip edema,1
ONFI,angioedema,Subcutaneous Tissue Disorders Rash angioedema and facial,1
ONFI,angioedema,angioedema and facial and lip edema,1
ONFI,angioedema,Tissue Disorders Rash angioedema and facial and lip edema,1
ONFI,angioedema,angioedema and facial and lip edema,1
ONFI,angioedema,Subcutaneous Tissue Disorders Rash angioedema and facial and,1
ONFI,angioedema,angioedema and facial and lip edema,1
ONFI,angioedema,and,0
ONFI,angioedema,angioedema,1
ONFI,angioedema,angioedema and facial and lip edema,1
ONFI,angioedema,Rash,0
ONFI,angioedema,Subcutaneous Tissue Disorders Rash angioedema and facial and,1
ONFI,angioedema,Rash,0
ONFI,angioedema,facial,0
ONFI,Sedation,ns that  appear in other sections,1
ONFI,Sedation,facial,0
ONFI,Dermatological Reactions,Warnings and Precautions Serious Dermatological Reactions see,0
ONFI,Dermatological Reactions,Symptoms [see Warnings and Precautions Serious,1
ONFI,Dermatological Reactions,Precautions ithdrawal,1
ONFI,Dermatological Reactions,see Warnings and Precautions ithdrawal Symptoms [see  Warnings and Precautions Serious,1
ONFI,Dermatological Reactions,Precautions ithdrawal,1
ONFI,Dermatological Reactions,ithdrawal Symptoms [see Warnings and Precautions Serious,1
ONFI,Dermatological Reactions,Symptoms [see,1
ONFI,Dermatological Reactions,ithdrawal Symptoms [see Warnings and Precautions,1
ONFI,Dermatological Reactions,Warnings and Precautions W,0
ONFI,Dermatological Reactions,Precautions ithdrawal Symptoms,1
ONFI,Dermatological Reactions,Warnings and Precautions ithdrawal Symptoms [see  Warnings and,1
ONFI,Dermatological Reactions,Precautions ithdrawal Symptoms,1
ONFI,Stevens-Johnson syndrome,Withdrawal Symptoms see Warnings d Precautions (    5.3   Serious Dermatological Reactions see Contraindications,1
ONFI,Stevens-Johnson syndrome,Precautions ithdrawal Symptoms,1
ONFI,Stevens-Johnson syndrome,Symptoms see Warnings,0
ONFI,Stevens-Johnson syndrome,Serious,0
ONFI,Stevens-Johnson syndrome,Symptoms see Warnings d Precautions (    5.3   Serious Dermatological,1
ONFI,Stevens-Johnson syndrome,Serious,0
ONFI,Stevens-Johnson syndrome,Symptoms,0
ONFI,Stevens-Johnson syndrome,Symptoms see Warnings d Precautions (    5.3   Serious,1
ONFI,Stevens-Johnson syndrome,Symptoms,0
ONFI,Stevens-Johnson syndrome,Precautions Withdrawal Symptoms see Warnings,0
ONFI,Stevens-Johnson syndrome,see Contraindications,0
ONFI,Stevens-Johnson syndrome,Withdrawal Symptoms see Warnings d Precautions (    5.3   Serious Dermatological Reactions see,1
ONFI,Stevens-Johnson syndrome,see Contraindications,0
ONFI,Stevens-Johnson syndrome,( 5.3 Serious,1
ONFI,toxic epidermal necrolysis,Warnings and Precautions,0
ONFI,toxic epidermal necrolysis," 
 *  Serious Dermatologic",1
ONFI,toxic epidermal necrolysis,Warnings and Precautions,0
ONFI,toxic epidermal necrolysis,and Precautions Physical,0
ONFI,toxic epidermal necrolysis,"Warnings and  
 *  Serious Dermatologic",1
ONFI,toxic epidermal necrolysis,and Precautions Physical,0
ONFI,toxic epidermal necrolysis,s and Precautions,0
ONFI,toxic epidermal necrolysis,Precautions,0
ONFI,toxic epidermal necrolysis,"Warnings and  
 *  Serious Dermatologic al",1
ONFI,toxic epidermal necrolysis,Precautions,0
ONFI,toxic epidermal necrolysis,see Contraindications,0
ONFI,toxic epidermal necrolysis,"and  
 *  Serious Dermatologic al Reactions",1
ONFI,toxic epidermal necrolysis,see Contraindications,0
ONFI,toxic epidermal necrolysis,"Warnings and  
 *  Serious Dermatologic al Reactions",1
ONFI,toxic epidermal necrolysis,see Contraindications,0
ONFI,Psychological Dependence,see,0
ONFI,Psychological Dependence,and cal,1
ONFI,Psychological Dependence,Warnings and,0
ONFI,Psychological Dependence,see Contraindications Warnings and Precautions,0
ONFI,Suicidal Behavior,and,0
ONFI,Suicidal Behavior,EXCERPT: Ad,1
ONFI,Suicidal Behavior,Warnings and EXCERPT: Ad,1
ONFI,Suicidal Behavior,Ideation see Warnings and EXCERPT:,1
ONFI,Suicidal Behavior,EXCERPT: Ad,1
ONFI,Suicidal Behavior,    EXCERPT:   Ad verse reactions,1
ONFI,Suicidal Behavior,EXCERPT: Ad,1
ONFI,Suicidal Behavior,and,0
ONFI,somnolence,"edation, p",1
ONFI,somnolence,"edation, p yrexia lethargy and",1
ONFI,somnolence,"sedation pyrexia lethargy and .1  )   
  To",1
ONFI,somnolence,"edation, p yrexia lethargy and",1
ONFI,somnolence,"sedation pyrexia lethargy and .1  )   
 ",1
ONFI,somnolence,"edation, p yrexia lethargy and",1
ONFI,somnolence,pyrexia lethargy,0
ONFI,somnolence,sedation pyrexia lethargy and .1,1
ONFI,somnolence,lethargy and .1,1
ONFI,somnolence,"pyrexia lethargy and .1  )   
  To report SUSPECTED",1
ONFI,somnolence,lethargy and .1,1
ONFI,sedation,To repo rt SUSPECTED ADVERSE REACTIONS,1
ONFI,sedation,and  To repo rt SUSPECTED,1
ONFI,sedation,To repo rt SUSPECTED ADVERSE REACTIONS,1
ONFI,sedation,drooling,0
ONFI,sedation,and To,1
ONFI,sedation,FDA at FDA,0
ONFI,somnolence,t 1-800-FD A,1
ONFI,sedation,wwwfdagovmedwatch Clinical Trials Experience,0
ONFI,sedation,8 or wwwfdagovmedwatch Clinical Trials,1
ONFI,sedation,or FDA at 8 or     wwwfdagovmedwatch Clinical Trials,1
ONFI,sedation,8 or wwwfdagovmedwatch Clinical Trials,1
ONFI,sedation,SUSPECTED ADVERSE REACTIONS contact Lundbeck at or FDA,0
ONFI,sedation,at 8,1
ONFI,sedation,at 8 or    ,1
ONFI,sedation,at 8,1
ONFI,skin reactions,dose of mg for g body weight; mg for,1
ONFI,skin reactions,at 8,1
ONFI,skin reactions,body weight; mg for,1
ONFI,skin reactions,g body weight;,1
ONFI,skin reactions,kg body weight mg for kg body weight c Maximum daily dose of,0
ONFI,skin reactions,for kg body weight c Maximum daily dose,0
ONFI,skin reactions,mg for g,1
ONFI,skin reactions,for g body weight; mg for kg,1
ONFI,skin reactions,mg for g,1
ONFI,skin reactions,for g body weight;,1
ONFI,Stevens-Johnson syndrome,All ONFI N,0
ONFI,Stevens-Johnson syndrome,body weight Placebo N ONFI Dose,1
ONFI,Stevens-Johnson syndrome,body weight,0
ONFI,Stevens-Johnson syndrome,mg for kg body,0
ONFI,SJS,    Placebo N ONFI Dose,1
ONFI,SJS,   ,1
ONFI,SJS,mg,0
ONFI,SJS,kg body     Placebo N ONFI Dose,1
ONFI,SJS,mg,0
ONFI,toxic epidermal necrolysis,for kg body Placebo N=59,1
ONFI,toxic epidermal necrolysis,body           Placebo    N=59  ONFI Dose Level All ONFI,1
ONFI,toxic epidermal necrolysis,for kg body Placebo N=59,1
ONFI,toxic epidermal necrolysis,mg for kg body Placebo,1
ONFI,toxic epidermal necrolysis,Placebo N=59,1
ONFI,toxic epidermal necrolysis,kg body weight mg,0
ONFI,toxic epidermal necrolysis,Placebo N=59 ONFI Dose Level All,1
ONFI,toxic epidermal necrolysis,body           Placebo    N=59  ONFI,1
ONFI,toxic epidermal necrolysis,Placebo N=59 ONFI Dose Level All,1
ONFI,toxic epidermal necrolysis,Low a N Medium b,0
ONFI,TEN,body weight Placebo     ONFI Dose Level,1
ONFI,TEN,Low a N Medium b,0
ONFI,TEN,    ONFI Dose Level All ONFI,1
ONFI,TEN,    ONFI,1
ONFI,TEN,   ,1
ONFI,TEN,body weight Placebo     ONFI Dose Level All,1
ONFI,TEN,   ,1
ONFI,TEN,weight Placebo     ONFI Dose Level All,1
ONFI,TEN,   ,1
ONFI,TEN,body weight Placebo     ONFI,1
ONFI,TEN,   ,1
ONFI,TEN,for,0
ONFI,TEN,    ONFI Dose Level,1
ONFI,suicidal behavior,olence,0
ONFI,suicidal behavior,"     
       Somn olence or Sedation",1
ONFI,suicidal behavior,"     
       Somn olence",1
ONFI,suicidal behavior,"     
       Somn",1
ONFI,suicidal thoughts,Disorders Aspiration,0
ONFI,suicidal thoughts,llucination Re nal and,1
ONFI,suicidal thoughts,depression delirium,0
ONFI,suicidal thoughts,state depression delirium delusion llucination    Re nal and Urinary,1
ONFI,suicidal thoughts,depression delirium,0
ONFI,suicidal thoughts,and Urinary Disorders Urinary retention Respiratory,0
ONFI,suicidal thoughts,llucination Re,1
ONFI,suicidal thoughts,llucination Re nal,1
ONFI,suicidal thoughts,Disorders Aspiration,0
COMETRIQ,Perforations,Boxed Warning Warnings and Precautions Hemorrhage see B,0
COMETRIQ,Perforations,adverse reactions are discussed elsewhere in the label,0
COMETRIQ,Perforations,Fistula see,0
COMETRIQ,Perforations,serious adverse reactions are discussed elsewhere in the,0
COMETRIQ,Perforations,Hemorrhage see,0
COMETRIQ,Perforations,and Fistula see Boxed Warning Warnings and Precautions Hemorrhage see B,0
COMETRIQ,Perforations,Perforations,1
COMETRIQ,Perforations,Fistula see Boxed Warning Warnings,0
COMETRIQ,Perforations,Fistula see Boxed Warning,0
COMETRIQ,Hemorrhage,Warnings and Hemorrhage see Boxed,1
COMETRIQ,Hemorrhage,Fistula see Boxed Warning,0
COMETRIQ,Hemorrhage,and,0
COMETRIQ,Thromboembolic Events,Thromboembolic Events see Warnings and Precautions,1
COMETRIQ,Thromboembolic Events,and Thromboembolic Events see,1
COMETRIQ,Thromboembolic Events,Thromboembolic Events see Warnings and Precautions,1
COMETRIQ,Thromboembolic Events,Thromboembolic Events see Warnings and Precautions,1
COMETRIQ,Thromboembolic Events,Warning Warnings and Thromboembolic Events see Warnings and,1
COMETRIQ,Thromboembolic Events,Thromboembolic Events see Warnings and Precautions,1
COMETRIQ,Thromboembolic Events,Thromboembolic Events,1
COMETRIQ,Thromboembolic Events,Precautions,0
COMETRIQ,Thromboembolic Events,Complications see Warnings and,0
COMETRIQ,Thromboembolic Events,Precautions,0
COMETRIQ,Thromboembolic Events,Precautions,0
COMETRIQ,Wound Complications,see Warnings and Wound Complications,1
COMETRIQ,Hypertension,see Warnings and Hypertension see,1
COMETRIQ,Hypertension,see Warnings and Wound Complications,1
COMETRIQ,Hypertension,Precautions Wound Complications see Warnings and Precautions,0
COMETRIQ,Hypertension,and,0
COMETRIQ,Osteonecrosis of the Jaw,Warnings and Osteonecrosis,1
COMETRIQ,Osteonecrosis of the Jaw,and Osteonecrosis of the Jaw see,1
COMETRIQ,Osteonecrosis of the Jaw,Warnings and Osteonecrosis,1
COMETRIQ,Osteonecrosis of the Jaw,gs and,0
COMETRIQ,Osteonecrosis of the Jaw,and Precautions,0
COMETRIQ,Osteonecrosis of the Jaw,Warnings and Osteonecrosis of the Jaw see Warnings and Precautions Palmarplantar,1
COMETRIQ,Osteonecrosis of the Jaw,and Precautions,0
COMETRIQ,Osteonecrosis of the Jaw,and Osteonecrosis of the,1
COMETRIQ,Osteonecrosis of the Jaw,erythrodysesthesia syndrome see,0
COMETRIQ,Osteonecrosis of the Jaw,Warnings,0
COMETRIQ,Osteonecrosis of the Jaw,and,0
COMETRIQ,Palmar-plantar erythrodysesthesia syndrome,Jaw see Warnings and Palmar-plantar,1
COMETRIQ,Palmar-plantar erythrodysesthesia syndrome,see Warnings and Palmar-plantar erythrodysesthesia syndrome see Warnings and,1
COMETRIQ,Palmar-plantar erythrodysesthesia syndrome,Jaw see Warnings and Palmar-plantar,1
COMETRIQ,Palmar-plantar erythrodysesthesia syndrome,Palmar-plantar erythrodysesthesia syndrome see Warnings and Precautions Proteinuria,1
COMETRIQ,Palmar-plantar erythrodysesthesia syndrome,see Warnings and Palmar-plantar,1
COMETRIQ,Palmar-plantar erythrodysesthesia syndrome,Palmar-plantar erythrodysesthesia syndrome see Warnings,1
COMETRIQ,Palmar-plantar erythrodysesthesia syndrome,and Palmar-plantar,1
COMETRIQ,Proteinuria,Warnings and Proteinuria see Warnings and Precautions,1
COMETRIQ,Proteinuria,and Palmar-plantar,1
COMETRIQ,Proteinuria,Proteinuria,1
COMETRIQ,Proteinuria,and Proteinuria see Warnings,1
COMETRIQ,Proteinuria,Proteinuria,1
COMETRIQ,Proteinuria,Precautions Reversible Posterior,0
COMETRIQ,Proteinuria,see Warnings and Precautions Reversible Posterior,0
COMETRIQ,Proteinuria,Proteinuria,1
COMETRIQ,Proteinuria,Proteinuria see Warnings,1
COMETRIQ,Proteinuria,Proteinuria,1
COMETRIQ,Proteinuria,Proteinuria see Warnings and Precautions,1
COMETRIQ,Proteinuria,Warnings and Proteinuria see Warnings and,1
COMETRIQ,Proteinuria,Proteinuria see Warnings and Precautions,1
COMETRIQ,Proteinuria,syndrome see Warnings and Proteinuria see Warnings,1
COMETRIQ,Proteinuria,Proteinuria see Warnings and Precautions,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Reversible Posterior,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Proteinuria see Warnings and Reversible Posterior Leukoencephalopathy Syndrome see Warnings and Precautions EXCERPT,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Reversible Posterior,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Leukoencephalopathy Syndrome see Warnings and Precautions EXCERPT,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Posterior Leukoencephalopathy Syndrome see Warnings,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Leukoencephalopathy Syndrome see Warnings and,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Proteinuria see Warnings and Reversible Posterior Leukoencephalopathy,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Reversible Posterior Leukoencephalopathy Syndrome,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Proteinuria see Warnings and Reversible Posterior Leukoencephalopathy,1
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,most commonly reported adverse,0
COMETRIQ,Reversible Posterior Leukoencephalopathy Syndrome,Reversible Posterior Leukoencephalopathy Syndrome see Warnings and Precautions EXCERPT,1
COMETRIQ,diarrhea,syndrome PPES,0
COMETRIQ,diarrhea,diarrhea stomatitis palmarplantar,1
COMETRIQ,diarrhea,reported adverse drug reactions diarrhea stomatitis palmarplantar erythrodysesthesia syndrome PPES,1
COMETRIQ,diarrhea,diarrhea stomatitis palmarplantar,1
COMETRIQ,diarrhea,EXCERPT The most commonly reported adverse drug,0
COMETRIQ,diarrhea,palmarplantar erythrodysesthesia syndrome PPES decreased,0
COMETRIQ,diarrhea,EXCERPT The most commonly,0
COMETRIQ,diarrhea,diarrhea,1
COMETRIQ,diarrhea,commonly reported,0
COMETRIQ,diarrhea,diarrhea stomatitis,1
COMETRIQ,stomatitis,adverse drug reactions are stomatitis palmarplantar erythrodysesthesia,1
COMETRIQ,stomatitis,diarrhea stomatitis,1
COMETRIQ,stomatitis,reactions are stomatitis palmarplantar erythrodysesthesia syndrome PPES decreased,1
COMETRIQ,stomatitis,diarrhea stomatitis,1
COMETRIQ,stomatitis,stomatitis,1
COMETRIQ,stomatitis,erythrodysesthesia syndrome PPES decreased weight decreased appetite nausea,0
COMETRIQ,stomatitis,weight decreased appetite nausea,0
COMETRIQ,stomatitis,PPES decreased weight,0
COMETRIQ,stomatitis,decreased appetite nausea f,0
COMETRIQ,palmar-plantar erythrodysesthesia syndrome,appetite nausea fatigue oral pain hair color,0
COMETRIQ,palmar-plantar erythrodysesthesia syndrome,reactions are diarrhea,0
COMETRIQ,palmar-plantar erythrodysesthesia syndrome,are diarrhea palmar-plantar erythrodysesthesia syndrome,1
COMETRIQ,palmar-plantar erythrodysesthesia syndrome,reactions are diarrhea,0
COMETRIQ,palmar-plantar erythrodysesthesia syndrome,adverse drug reactions,0
COMETRIQ,palmar-plantar erythrodysesthesia syndrome,are diarrhea palmar-plantar,1
COMETRIQ,palmar-plantar erythrodysesthesia syndrome,appetite nausea fatigue oral pain hair color changes,0
COMETRIQ,PPES,PPES decreased weight,1
COMETRIQ,decreased weight,syndrome,0
COMETRIQ,decreased weight,drug reactions are diarrhea stomatitis,0
COMETRIQ,decreased weight,decreased weight,1
COMETRIQ,decreased weight,reactions are diarrhea stomatitis palmarplantar erythrodysesthesia syndrome PPES,0
COMETRIQ,decreased weight,erythrodysesthesia syndrome PPES,0
COMETRIQ,decreased appetite,decreased appetite,1
COMETRIQ,decreased appetite,erythrodysesthesia syndrome PPES,0
COMETRIQ,nausea,decreased,0
COMETRIQ,nausea,fatigue oral pain hair color changes dysgeusia hypertension abdominal pain and constipation,0
COMETRIQ,fatigue,erythrodysesthesia syndrome PPES decreased,0
COMETRIQ,fatigue,abdominal pain and constipation,0
COMETRIQ,fatigue,oral pain hair color,0
COMETRIQ,oral pain,oral pain hair color,1
COMETRIQ,oral pain,oral pain hair color,0
COMETRIQ,oral pain,oral pain hair color changes dysgeusia,1
COMETRIQ,oral pain,oral pain hair color changes dysgeusia hypertension,1
COMETRIQ,hair color changes,decreased weight decreased appetite nausea fatigue oral pain,0
COMETRIQ,hair color changes,nausea fatigue oral hair color,1
COMETRIQ,hair color changes,hair color changes dysgeusia hypertension abdominal pain,1
COMETRIQ,hair color changes,nausea fatigue oral hair color,1
COMETRIQ,hair color changes,decreased weight decreased appetite nausea fatigue,0
COMETRIQ,hair color changes,hair color changes dysgeusia hypertension abdominal pain and,1
COMETRIQ,hair color changes,pain and constipation The most common laboratory abnormalitie,0
COMETRIQ,dysgeusia,dysgeusia,1
COMETRIQ,dysgeusia,dysgeusia hypertension abdominal,1
COMETRIQ,hypertension,hypertension abdominal pain and constipation,1
COMETRIQ,hypertension,hypertension abdominal pain and constipation,1
COMETRIQ,hypertension,hypertension,1
COMETRIQ,hypertension,most common laboratory abnormalities,0
COMETRIQ,hypertension,hypertension abdominal pain and constipation The,1
COMETRIQ,hypertension,appetite nausea fatigue,0
COMETRIQ,hypertension,hypertension,1
COMETRIQ,hypertension,laboratory,0
COMETRIQ,abdominal pain,abnormalities are increased,0
COMETRIQ,abdominal pain,pain,0
COMETRIQ,abdominal pain,color changes dysgeusia abdominal pain and,1
COMETRIQ,abdominal pain,pain,0
COMETRIQ,abdominal pain,abdominal pain,1
COMETRIQ,constipation,The most,0
COMETRIQ,constipation,constipation The most common laboratory,1
COMETRIQ,constipation,hair,0
COMETRIQ,constipation,abnormalities are increased AST,0
COMETRIQ,constipation,most common laboratory abnormalities are increased AST,0
COMETRIQ,constipation,constipation The most common,1
COMETRIQ,increased AST,abnormalities increased AST,1
COMETRIQ,increased AST,constipation The most common,1
COMETRIQ,increased AST,increased AST increased ALT,1
COMETRIQ,increased AST,constipation The most common,1
COMETRIQ,increased AST,hypocalcemia neutropenia,0
COMETRIQ,increased AST,common laboratory abnormalities increased,1
COMETRIQ,increased AST,increased AST,1
COMETRIQ,increased AST,phosphatase hypocalcemia neutropenia thrombocyto,0
COMETRIQ,increased AST,laboratory abnormalities increased AST,1
COMETRIQ,increased AST,abnormalities increased AST increased ALT lymphopenia increased alkaline,1
COMETRIQ,increased AST,laboratory abnormalities increased AST,1
COMETRIQ,increased AST,increased AST increased ALT lymphopenia increased,1
COMETRIQ,increased ALT,lymphopenia increased alkaline phosphatase hypocalcemia neutropenia thrombocytopenia,0
COMETRIQ,increased ALT,common,0
COMETRIQ,increased ALT,neutropenia thrombocytopenia hypophos,0
COMETRIQ,increased ALT,increased increased ALT lymphopenia increased alkaline phosphatase,1
COMETRIQ,increased ALT,neutropenia thrombocytopenia hypophos,0
COMETRIQ,increased ALT,constipation The most,0
COMETRIQ,increased ALT,increased increased ALT,1
COMETRIQ,increased ALT,phosphatase hypocalcemia neutropenia thrombocytopenia hypophos,0
COMETRIQ,increased ALT,abnormalities,0
COMETRIQ,increased ALT,are increased increased ALT lymphopenia,1
COMETRIQ,increased ALT,abnormalities,0
COMETRIQ,lymphopenia,phosphatase,0
COMETRIQ,lymphopenia,lymphopenia increased alkaline phosphatase hypocalcemia neutropenia,1
COMETRIQ,lymphopenia,lymphopenia,1
COMETRIQ,lymphopenia,nd constipation The,0
COMETRIQ,lymphopenia,The most common laboratory,0
COMETRIQ,increased alkaline phosphatase,hypocalcemia neutropenia thrombocytopenia hypophosphatemia,0
COMETRIQ,increased alkaline phosphatase,increased AST increased ALT increased alkaline phosphatase,1
COMETRIQ,increased alkaline phosphatase,increased AST increased ALT increased,1
COMETRIQ,increased alkaline phosphatase,neutropenia thrombocytopenia hypophosphatemia and,0
COMETRIQ,increased alkaline phosphatase,increased,1
COMETRIQ,increased alkaline phosphatase,increased AST increased ALT increased alkaline,1
COMETRIQ,increased alkaline phosphatase,increased ALT increased,1
COMETRIQ,increased alkaline phosphatase,increased alkaline phosphatase hypocalcemia neutropenia thrombocytopenia hypophosphatemia,1
COMETRIQ,increased alkaline phosphatase,neutropenia thrombocytopenia hypophosphatemia and,0
COMETRIQ,hypocalcemia,hypocalcemia neutropenia thrombocytopenia hypophosphatemia,1
COMETRIQ,hypocalcemia,hypocalcemia neutropenia,1
COMETRIQ,hypocalcemia,bnormalities are increased AST increased ALT lymphopenia increased,0
COMETRIQ,hypocalcemia,ALT lymphopenia increased alkaline,0
COMETRIQ,hypocalcemia,lymphopenia increased,0
COMETRIQ,hypocalcemia,alkaline hypocalcemia neutropenia thrombocytopenia hypophosphatemia and,1
COMETRIQ,hypocalcemia,lymphopenia increased,0
COMETRIQ,hypocalcemia,increased alkaline hypocalcemia neutropenia thrombocytopenia,1
COMETRIQ,hypocalcemia,lymphopenia increased,0
COMETRIQ,hypocalcemia,alkaline hypocalcemia neutropenia thrombocytopenia hypophosphatemia and,1
COMETRIQ,hypocalcemia,lymphopenia increased,0
COMETRIQ,hypocalcemia,hypocalcemia neutropenia thrombocytopenia hypophosphatemia,1
COMETRIQ,neutropenia,To report,0
COMETRIQ,neutropenia,hypophosphatemia and hyperbilirubinemia To report SUSPECTED AD,0
COMETRIQ,neutropenia,lymphopenia increased,0
COMETRIQ,neutropenia,neutropenia thrombocytopenia,1
COMETRIQ,neutropenia,neutropenia thrombocytopenia,1
COMETRIQ,neutropenia,increased ALT,0
COMETRIQ,thrombocytopenia,phosphatase hypocalcemia thrombocytopenia,1
COMETRIQ,thrombocytopenia,increased ALT,0
COMETRIQ,thrombocytopenia,thrombocytopenia hypophosphatemia and hyperbilirubinemia,1
COMETRIQ,thrombocytopenia,phosphatase hypocalcemia thrombocytopenia hypophosphatemia and hyperbilirubinemia,1
COMETRIQ,thrombocytopenia,thrombocytopenia hypophosphatemia and hyperbilirubinemia,1
COMETRIQ,thrombocytopenia,thrombocytopenia hypophosphatemia and hyperbilirubinemia To,1
COMETRIQ,hypophosphatemia,neutropenia,0
COMETRIQ,hypophosphatemia,alkaline phosphatase hypocalcemia neutropenia hypophosphatemia and hyperbilirubinemia,1
COMETRIQ,hypophosphatemia,neutropenia,0
COMETRIQ,hypophosphatemia,hypophosphatemia and hyperbilirubinemia To report,1
COMETRIQ,hypophosphatemia,hypophosphatemia and,1
COMETRIQ,hyperbilirubinemia,hyperbilirubinemia To report SUSPECTED ADVERSE REACTIONS,1
COMETRIQ,hyperbilirubinemia,SUSPECTED ADVERSE REACTIONS contact Exelixis,0
COMETRIQ,hyperbilirubinemia,hyperbilirubinemia To report SUSPECTED ADVERSE REACTIONS,1
COMETRIQ,hyperbilirubinemia,phosphatase hypocalcemia neutropenia thrombocytopenia hypophosphatemia and,0
COMETRIQ,hyperbilirubinemia,To report SUSPECTED ADVERSE,0
COMETRIQ,hyperbilirubinemia,hyperbilirubinemia To report SUSPECTED ADVERSE REACTIONS,1
COMETRIQ,hyperbilirubinemia,alkaline phosphatase hypocalcemia neutropenia thrombocytopenia,0
COMETRIQ,hyperbilirubinemia,ADVERSE,0
COMETRIQ,hyperbilirubinemia,SUSPECTED ADVERSE REACTIONS contact,0
COMETRIQ,diarrhea,diarrhea stomatitis palmarplantar erythrodysesthesia syndrome,1
COMETRIQ,diarrhea,diarrhea stomatitis palmarplantar erythrodysesthesia,1
COMETRIQ,diarrhea,decreasing diarrhea,1
COMETRIQ,diarrhea,diarrhea stomatitis palmarplantar erythrodysesthesia,1
COMETRIQ,diarrhea,of decreasing diarrhea,1
COMETRIQ,diarrhea,diarrhea stomatitis palmarplantar erythrodysesthesia,1
COMETRIQ,stomatitis,palmarplantar erythrodysesthesia syndrome PPES,0
COMETRIQ,stomatitis,stomatitis palmarplantar erythrodysesthesia syndrome PPES decreased,1
COMETRIQ,stomatitis,of decreasing,0
COMETRIQ,stomatitis,stomatitis,1
COMETRIQ,stomatitis,order of decreasing frequency stomatitis palmarplantar erythrodysesthesia,1
COMETRIQ,stomatitis,stomatitis,1
COMETRIQ,stomatitis,stomatitis palmarplantar,1
COMETRIQ,stomatitis,of decreasing frequency stomatitis palmarplantar erythrodysesthesia,1
COMETRIQ,stomatitis,stomatitis palmarplantar,1
COMETRIQ,palmar-plantar erythrodysesthesia syndrome,palmar-plantar erythrodysesthesia syndrome PPES decreased,1
COMETRIQ,PPES,order of,0
COMETRIQ,PPES,order of decreasing frequency diarrhea stomatitis palmarplantar erythrodysesthesia,0
COMETRIQ,PPES,PPES decreased,1
COMETRIQ,PPES,erythrodysesthesia PPES decreased weight decreased,1
COMETRIQ,PPES,PPES decreased,1
COMETRIQ,PPES,PPES decreased weight decreased appetite,1
COMETRIQ,PPES,pain hair color changes dysgeusia,0
COMETRIQ,PPES,in,0
COMETRIQ,PPES,decreased appetite nausea fatigue oral pain hair color changes dysgeusia,0
COMETRIQ,PPES,palmarplantar erythrodysesthesia PPES,1
COMETRIQ,PPES,decreased appetite nausea fatigue oral pain hair color changes dysgeusia,0
COMETRIQ,decreased weight,decreasing frequency,0
