drug_name,section_name,gpt35_output
INVOKANA,warnings and precautions,"hypotension, impairment in Renal Function, hyperkalemia, Hypoglycemia, Genital Mycotic Infections, Hypersensitivity Reactions, Bone Fracture, Increases in Low-Density Lipoprotein (LDL-C)"
VORAXAZE,adverse reactions,"anaphylactic reactions, paraesthesia, flushing, nausea, vomiting, hypotension, headache, myelosuppression, mucositis, acute hepatitis, renal dysfunction, renal failure, flushing, feeling hot, burning sensation, paresthesias, blurred vision, diarrhea, hypersensitivity, hypertension, rash, throat irritation, throat tightness, tremor"
VORAXAZE,warnings and precautions,"allergic reactions, anaphylactic reactions, drug interactions, adverse reactions, serious allergic reactions"
NESINA,adverse reactions,"nasopharyngitis, headache, upper respiratory tract infection, pancreatitis, hypersensitivity reactions, hypoglycemia, anaphylaxis, angioedema, rash, urticaria, severe cutaneous adverse reactions, Stevens-Johnson syndrome, hepatic enzyme elevations, fulminant hepatic failure, severe and disabling arthralgia, acute pancreatitis"
NESINA,warnings and precautions,"Acute pancreatitis, Hypersensitivity reactions, Anaphylaxis, Angioedema, Severe cutaneous adverse reactions, Hepatic effects, Hepatic failure, Hypoglycemia, Arthralgia, Macrovascular outcomes"
GILENYA,adverse reactions,"Bradyarrhythmia, atrioventricular blocks, infections, progressive multifocal leukoencephalopathy, macular edema, posterior reversible encephalopathy syndrome, respiratory effects, liver injury, headache, liver transaminase elevation, diarrhea, cough, influenza, sinusitis, back pain, abdominal pain, pain in extremity, serum transaminase elevations, basal cell carcinoma, nausea, asthenia, alopecia, actinic keratosis, blurred vision, hypertension, lymphopenia, leukopenia, skin papilloma, dizziness, pneumonia, eczema, pruritus, vascular events, ischemic and hemorrhagic strokes, peripheral arterial occlusive disease, lymphomas"
GILENYA,warnings and precautions,"bradycardia, atrioventricular conduction, infections, PML, macular edema, posterior reversible encephalopathy syndrome, respiratory effects, liver injury, fetal risk, blood pressure effects"
HALAVEN,adverse reactions,"neutropenia, anemia, asthenia/fatigue, alopecia, peripheral neuropathy, nausea, constipation, febrile neutropenia, thrombocytopenia, granulocyte colony-stimulating factor, liver function test abnormalities, eye disorders, gastrointestinal disorders, muscle spasms, nervous system disorders, psychiatric disorders, skin and subcutaneous tissue disorders, lymphopenia, pancreatitis, hepatotoxicity, drug hypersensitivity, pneumonia, sepsis/neutropenic sepsis, hypomagnesemia, dehydration, interstitial lung disease, pruritus"
HALAVEN,warnings and precautions,"neutropenia, peripheral neuropathy, embryo-fetal toxicity, QT prolongation"
INTELENCE,adverse reactions,"skin rash, peripheral neuropathy, diarrhea, Stevens-Johnson syndrome, drug hypersensitivity reaction, erythema multiforme, myocardial infarction, angina pectoris, atrial fibrillation, vertigo, blurred vision, gastroesophageal reflux disease, flatulence, gastritis, abdominal distension, pancreatitis, constipation, dry mouth, hematemesis, retching, stomatitis, sluggishness, hemolytic anemia, hepatic failure, hepatomegaly, cytolytic hepatitis, hepatic steatosis, hepatitis, immune reconstitution syndrome, diabetes mellitus, anorexia, dyslipidemia, paraesthesia, somnolence, convulsion, hypoesthesia, amnesia, syncope, disturbance in attention, hypersomnia, tremor, anxiety, sleep disorders, abnormal dreams, confusional state, disorientation, nervousness, nightmares, acute renal failure, gynecomastia, exertional dyspnea, lipohypertrophy, prurigo, hyperhidrosis, dry skin, swelling face, acquired lipodystrophy, angioneurotic edema, haemorrhagic stroke, pancreatitis, decreased hemoglobin, white blood cell count abnormality, neutrophils abnormality, platelet count abnormality, total cholesterol abnormality, low-density lipoprotein abnormality, triglycerides abnormality, glucose abnormality, alanine aminotransferase abnormality, aspartate aminotransferase abnormality, rhabdomyolysis, toxic epidermal necrolysis"
INTELENCE,warnings and precautions,"skin reactions, Stevens-Johnson syndrome, hypersensitivity reaction, toxic epidermal necrolysis, erythema multiforme, rash, liver transaminase elevations, Drug Rash with Eosinophilia and Systemic Symptoms (DRESS), rash, hepatic failure, rashes, fever, malaise, fatigue, muscle aches, joint aches, blisters, oral lesions, conjunctivitis, facial edema, angioedema"
AMYVID,adverse reactions,"headache, musculoskeletal pain, blood pressure increased, nausea, fatigue, injection site reaction, anxiety, back pain, claustrophobia, dizziness, feeling cold, insomnia, neck pain, infusion site rash, dysgeusia, pruritis, urticaria, flushing"
AMYVID,warnings and precautions,"Image interpretation errors, Radiation risk, unintentional radiation exposure, Errors in interpretation, radiation exposure, increased risk of cancer"
ULESFIA,adverse reactions,"ocualar irritation, application site irritation, application site anesthesia, hypoesthesia, pain, pruritus, erythema, pyoderma, application site dryness, application site excoriation, paraesthesia, application site dermatitis, excoriation, thermal burn, dandruff, rash, skin exfoliation"
ULESFIA,warnings and precautions,"Neonatal toxicity, Eye irritation, Contact dermatitis, Use in children"
OTEZLA,adverse reactions,"diarrhea, nausea, headache, upper respiratory tract infection, tension headache, vomiting, nasopharyngitis, abdominal pain upper, weight decrease, frequent bowel movement, gastroesophageal reflux disease, dyspepsia, decreased appetite, migraine, cough, rash"
OTEZLA,warnings and precautions,"Depression, suicide, weight decrease, drug interactions, suicidal thoughts, suicidal behavior, suicidal ideation"
ILARIS,adverse reactions,"infections, nasopharyngitis, diarrhea, influenza, headache, nausea, abdominal pain, injection site reactions, vertigo, bronchitis, gastroenteritis, pharyngitis, rhinitis, weight increased, musculoskeletal pain, anaphylactic reactions, hypersensitivity, antibodies, laboratory findings, hematology, white blood cells, neutrophils, platelets, transaminases, ALT, AST, bilirubin"
ILARIS,warnings and precautions,"serious infections, immunosuppressants, malignancies, hypersensitivity, immunizations"
NATAZIA,adverse reactions,"serious cardiovascular events, stroke, vascular events, liver disease, irregular uterine bleeding, nausea, breast tenderness, headache, migraine, menstrual disorders, acne, mood changes, weight increased, myocardial infarction, ruptured ovarian cyst, deep vein thrombosis, focal nodular hyperplasia of the liver, uterine leiomyoma, acute cholecystitis, chronic acalculous cholecystitis, venous and arterial thromboembolic events, hypertension, gallbladder disease, hepatitis, hypersensitivity, fluid retention, hypertriglyceridemia, dizziness, chloasma, angioedema, erythema nodosum, erythema multiforme, gastrointestinal symptoms, vulvovaginal candidiasis"
NATAZIA,boxed warnings,"Cigarette smoking, serious cardiovascular events, risk, combination oral contraceptives, COC use, contraindications"
NATAZIA,warnings and precautions,"thrombotic event, jaundice, high blood pressure, headache, irregular bleeding, CYP3A4 induction"
DIFICID,adverse reactions,"The adverse drug event terms in the provided text are:
nausea, vomiting, abdominal pain, gastrointestinal hemorrhage, anemia, neutropenia, AR, anemia, neutropenia, nausea, vomiting, abdominal pain, gastrointestinal hemorrhage, abdominal distension, abdominal tenderness, dyspepsia, dysphagia, flatulence, intestinal obstruction, megacolon, increased blood alkaline phosphatase, decreased blood bicarbonate, increased hepatic enzymes, decreased platelet count, hyperglycemia, metabolic acidosis, drug eruption, pruritus, rash, dyspnea, angioedema, rash"
DIFICID,warnings and precautions,"hypersensitivity reactions, acute hypersensitivity reactions, angioedema, dyspnea, pruritus, rash, drug-resistant bacteria"
ONFI,adverse reactions,"somnolence, sedation, potentiation of sedation, withdrawal symptoms, serious dermatological reactions, physical dependence, psychological dependence, suicidal behavior, ideation, constipation, pyrexia, lethargy, drooling, ataxia, aggression, fatigue, insomnia, vomiting, dysphagia, irritability, upper respiratory tract infection, pneumonia, urinary tract infection, bronchitis, decreased appetite, increased appetite, somnolence, sedation, lethargy, drooling, ataxia, psychomotor hyperactivity, dysarthria, aggression, insomnia, cough, anemia, eosinophilia, leukopenia, thrombocytopenia, diplopia, blurred vision, abdominal distention, hypothermia, increased hepatic enzymes, muscle spasms, agitation, anxiety, apathy, confusion, depression, delirium, delusion, hallucination, urinary retention, aspiration, respiratory depression, rash, urticaria, angioedema, facial edema, lip edema"
ONFI,warnings and precautions,"Somnolence, sedation, Withdrawal Symptoms, Serious Dermatological Reactions, Physical and Psychological Dependence, Suicidal Behavior, Suicidal Ideation"
TECFIDERA,adverse reactions,"Anaphylaxis, Angioedema, Progressive multifocal leukoencephalopathy, Lymphopenia, Flushing, Abdominal pain, Diarrhea, Nausea, Vomiting, Pruritus, Rash, Albumin urine present, Erythema, Dyspepsia, Aspartate aminotransferase increased, Gastrointestinal, Hepatic Transaminases, Eosinophilia"
TECFIDERA,warnings and precautions,"Anaphylaxis, angioedema, Progressive multifocal leukoencephalopathy (PML), Lymphopenia, Flushing"
DYSPORT,adverse reactions,"Toxin Effect,Distant Spread of Toxin Effect,Interchangeability between Botulinum Toxin Products,Spread of Effects from Toxin,Dysphagia,Breathing Difficulties,Facial Anatomy in the Treatment of Glabellar Lines,Pre-existing Neuromuscular Disorders,Human Albumin,Intradermal Immune Reaction,Muscular weakness,dysphagia,dry mouth,injection site discomfort,fatigue,headache,neck pain,musculoskeletal pain,dysphonia,injection site pain,eye disorders,nasopharyngitis,upper respiratory tract infection,eyelid edema,eyelid ptosis,sinusitis,nausea,urinary tract infection,dizziness,fall,depression,muscle atrophy,breathing difficulty,blood glucose increase,ECG changes,eyelid ptosis,muscle atrophy,breathing difficulty,blood glucose increase,ECG changes,vertigo,photophobia,influenza-like illness,amyotrophy,burning sensation,excessive granulation tissue."
DYSPORT,boxed warnings,"diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, asthenia, generalized muscle weakness, breathing difficulties, death"
DYSPORT,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, dysphagia, dysphonia, dysarthria, neuromuscular disorder, asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, urinary incontinence, breathing difficulties, cervical dystonia, severe dysphagia, aspiration, respiratory failure, neuromuscular disorders, amyotrophic lateral sclerosis, myasthenia gravis, Lambert-Eaton syndrome, Creutzfeldt-Jakob disease"
ZYTIGA,adverse reactions,"Hypertension, Hypokalemia, Fluid Retention, Adrenocortical Insufficiency, Hepatotoxicity, fatigue, joint swelling or discomfort, edema, hot flush, diarrhea, vomiting, cough, dyspnea, urinary tract infection, contusion, anemia, elevated alkaline phosphatase, hypertriglyceridemia, lymphopenia, hypercholesterolemia, hyperglycemia, elevated AST, hypophosphatemia, elevated ALT, low serum phosphorus, low potassium, cardiac failure, arrhythmia, sudden death, cardiorespiratory arrest, myocardial ischemia, myocardial infarction, non-infectious pneumonitis, myopathy, rhabdomyolysis."
ZYTIGA,warnings and precautions,"hypertension, hypokalemia, fluid retention, adrenocortical insufficiency, hepatotoxicity, ALT, AST, LVEF, NYHA Class, ULN"
DUAVEE,adverse reactions,"muscle spasms, nausea, diarrhea, dyspepsia, abdominal pain upper, oropharyngeal pain, dizziness, neck pain"
DUAVEE,boxed warnings,"Adverse drug event terms in the text are: 
- Endometrial cancer
- Cardiovascular disorders
- Dementia
- Blood clots
- Stroke
- Heart attack
- Breast cancer
- Ovarian cancer
- Gallbladder problems
- Loss of vision
- High blood pressure
- Increased fats in your blood
- Liver problems
- Thyroid problems
- Fluid retention
- Low calcium
- Swelling of your mouth or tongue"
DUAVEE,warnings and precautions,"venous thromboembolism, pulmonary embolism, stroke, retinal vascular thrombosis, endometrial cancer, breast cancer, ovarian cancer, gallbladder disease, loss of vision, severe hypertriglyceridemia, cholestatic jaundice, hypothyroidism, fluid retention"
SAPHRIS,adverse reactions,"akathisia, oral hypoesthesia, tardive dyskinesia, metabolic changes, hypersensitivity reactions, application site reactions, orthostatic hypotension, syncope, leukopenia, neutropenia, agranulocytosis, QT interval prolongation, hyperprolactinemia, seizures, cognitive impairment, motor impairment, dysphagia, schyzophrenia, bipolar disorder"
SAPHRIS,boxed warnings,"increased mortality, elderly patients, dementia-related psychosis, antipsychotic drugs, increased risk of death"
SAPHRIS,warnings and precautions,"cerebrovascular adverse events, stroke, transient ischemic attack, neuroleptic malignant syndrome, tardive dyskinesia, metabolic changes, hyperglycemia, dyslipidemia, weight gain, hypersensitivity reactions, anaphylaxis, angioedema, orthostatic hypotension, syncope, leukopenia, neutropenia, agranulocytosis, QT prolongation, seizures, potential for cognitive and motor impairment, suicide, dysphagia"
DUREZOL,adverse reactions,"elevated intraocular pressure, optic nerve damage, visual acuity and field defects, posterior subcapsular cataract formation, secondary ocular infection, herpes simplex, perforation of the globe, corneal edema, ciliary and conjunctival hyperemia, eye pain, photophobia, posterior capsule opacification, anterior chamber cells, anterior chamber flare, conjunctival edema, blepharitis, reduced visual acuity, punctate keratitis, eye inflammation, iritis, application site discomfort or irritation, corneal pigmentation and striae, episcleritis, eye pruritis, eyelid irritation and crusting, foreign body sensation, increased lacrimation, macular edema, sclera hyperemia, uveitis, blurred vision, headache, dry eye, iridocyclitis."
DUREZOL,warnings and precautions,"IOP increase, Cataracts, Delayed healing, Bacterial infections, Viral infections, Fungal infections"
ZYDELIG,adverse reactions,"The adverse drug event terms in the provided text are:

- Hepatotoxicity
- Severe Diarrhea or Colitis
- Pneumonitis
- Intestinal Perforation
- Severe Cutaneous Reactions
- Anaphylaxis
- Neutropenia
- Diarrhea
- Pyrexia
- Fatigue
- Nausea
- Cough
- Pneumonia
- Abdominal pain
- Chills
- Rash
- Neutropenia
- Hypertriglyceridemia
- Hyperglycemia
- ALT elevations
- AST elevations"
ZYDELIG,boxed warnings,"Hepatic Toxicity, Severe Diarrhea, Colitis, Pneumonitis, Intestinal Perforation"
ZYDELIG,warnings and precautions,"hepatotoxicity, anaphylaxis, neutropenia, embryo-fetal toxicity, severe cutaneous reactions"
KALBITOR,adverse reactions,"anaphylaxis, headache, nausea, diarrhea, pyrexia, injection site reactions, nasopharyngitis, fatigue, upper respiratory tract infection, vomiting, pruritus, upper abdominal pain, erythema, pain, irritation, urticaria, bruising, seroconversion, anti-ecallantide antibodies, neutralizing antibodies, IgE antibodies, postmarketing adverse reactions"
KALBITOR,boxed warnings,"anaphylaxis, hypersensitivity reactions"
KALBITOR,warnings and precautions,"anaphylaxis, hypersensitivity reactions, chest discomfort, flushing, pharyngeal edema, pruritus, rhinorrhea, sneezing, nasal congestion, throat irritation, urticaria, wheezing, hypotension, rash"
ADCETRIS,adverse reactions,"The adverse drug event terms in the provided drug label excerpt are:
Peripheral Neuropathy, Anaphylaxis, Infusion Reactions, Hematologic Toxicities, Serious Infections, Opportunistic Infections, Tumor Lysis Syndrome, Increased Toxicity, Severe Renal Impairment, Moderate or Severe Hepatic Impairment, Hepatotoxicity, Progressive Multifocal Leukoencephalopathy, Pulmonary Toxicity, Serious Dermatologic Reactions, Neutropenia, Peripheral Sensory Neuropathy, Fatigue, Nausea, Anemia, Upper Respiratory Tract Infection, Diarrhea, Pyrexia, Rash, Thrombocytopenia, Cough, Vomiting, Motor Neuropathy, Abdominal Pain, Pneumonitis, Interstitial Lung Disease, and Infusion Related Reactions."
ADCETRIS,boxed warnings,"""PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY (PML)"", ""JC virus infection"", ""PML"", ""death"""
ADCETRIS,warnings and precautions,"Peripheral neuropathy, Anaphylaxis, Infusion reactions, Hematologic toxicities, Serious infections, Opportunistic infections, Tumor lysis syndrome, Hepatotoxicity, Pulmonary toxicity, Dermatologic reactions, Embryo-fetal toxicity"
BESIVANCE,adverse reactions,"conjunctival redness, blurred vision, eye pain, eye irritation, eye pruritus, headache"
BESIVANCE,warnings and precautions,"resistant, resistant organisms, bacterial conjunctivitis, super-infection"
CLEVIPREX,adverse reactions,"Hypotension, reflex tachycardia, headache, nausea, vomiting, acute renal failure, atrial fibrillation, myocardial infarction, cardiac arrest, syncope, dyspnea, increased blood triglycerides, ileus, hypersensitivity, decreased oxygen saturation"
CLEVIPREX,warnings and precautions,"hypotension, reflex tachycardia, negative inotropic effects, heart failure, rebound hypertension"
XTANDI,adverse reactions,"seizure, asthenia/fatigue, back pain, decreased appetite, constipation, arthralgia, diarrhea, hot flush, upper respiratory tract infection, peripheral edema, dyspnea, musculoskeletal pain, weight decreased, headache, hypertension, dizziness/vertigo, spinal cord compression, cauda equina syndrome, paresthesia, mental impairment disorders, hypoesthesia, nasopharyngitis, sinusitis, rhinitis, pneumonia, lower respiratory tract infection, bronchitis, lung infection, insomnia, anxiety, hematuria, pollakiuria, fall, non-pathologic fractures, pruritus, dry skin, epistaxis, dysgeusia, restless legs syndrome, gynecomastia, neutropenia, thrombocytopenia, elevations in ALT, elevations in bilirubin, infections or sepsis, fall-related injuries, joint injuries, hematomas, hypertensive crisis, hypertension, hypertensive crisis"
XTANDI,warnings and precautions,"seizure, loss of consciousness, cerebral vascular accident, brain metastases, brain injury"
BOSULIF,adverse reactions,"gastrointestinal toxicity, myelosuppression, hepatotoxicity, fluid retention, renal toxicity, anaphylactic shock, diarrhea, nausea, thrombocytopenia, vomiting, abdominal pain, rash, anemia, pyrexia, fatigue, increased alanine aminotransferase, headache, cough, increased aspartate aminotransferase, neutropenia, edema, arthralgia, decreased appetite, respiratory tract infection, nasopharyngitis, back pain, asthenia, pruritus, dizziness, dyspnea, QTcF interval, febrile neutropenia, pericardial effusion, pericarditis, tinnitus, gastritis, acute pancreatitis, gastrointestinal hemorrhage, chest pain, pain, hepatotoxicity, toxic hepatitis, cytolytic hepatitis, abnormal hepatic function, liver injury, drug hypersensitivity, anaphylactic shock, pneumonia, bronchitis, electrocardiogram QT prolonged, increased blood creatine phosphokinase, increased blood creatinine, hyperkalemia, dehydration, myalgia, dysgeusia, acute renal failure, renal failure, pleural effusion, acute pulmonary edema, respiratory failure, pulmonary hypertension, urticaria, pruritus, acne, erythema multiforme, exfoliative rash, drug eruption"
BOSULIF,warnings and precautions,"The adverse drug event terms in the given text are as follows:
- Gastrointestinal Toxicity
- Diarrhea
- Nausea
- Vomiting
- Abdominal pain
- Myelosuppression
- Thrombocytopenia
- Anemia
- Neutropenia
- Hepatic Toxicity
- Liver injury
- ALT elevation
- AST elevation
- Fluid Retention
- Pericardial effusion
- Pleural effusion
- Pulmonary edema
- Peripheral edema
- Renal Toxicity
- Decline in estimated glomerular filtration rate (eGFR)
- Embryofetal Toxicity
- Fetal harm
- Embryofetal toxicities
- Pregnancy
- Pregnant woman
- Females of reproductive potential
- Hazard to the fetus"
CARBAGLU,adverse reactions,"infections, vomiting, abdominal pain, pyrexia, tonsilitis, anemia, ear infection, diarrhea, nasopharyngitis, headache"
CARBAGLU,warnings and precautions,"Hyperammonemia, injury to the brain, death, plasma ammonia levels, age, protein restriction, NAGS deficiency, dialysis, hemodialysis, brain injury, brain damage, metabolic disorders, neurological status, laboratory tests, clinical responses, nutritional management, protein catabolism, caloric supplementation, catabolism, nitrogen turnover"
SIMPONI,adverse reactions,"upper respiratory tract infection, viral infection, bronchitis, hypertension, rash, serious infection, malignancy, liver enzyme elevations, autoimmune disorders and autoantibodies, administration reactions, immunogenicity, pyrexia, leukopenia, superficial fungal infection, sinusitis, abscess, lower respiratory tract infection (pneumonia), pyelonephritis, dizziness, paresthesia, constipation, melanoma, serious systemic hypersensitivity reactions (including anaphylactic reaction), sarcoidosis, interstitial lung disease, skin exfoliation, bullous skin reactions"
SIMPONI,boxed warnings,"infections, tuberculosis, bacterial sepsis, invasive fungal, histoplasmosis, opportunistic infections, lymphoma, malignancies"
SIMPONI,warnings and precautions,"I found the following adverse drug event terms in the text:

- Serious infections
- Opportunistic infections
- Bacterial infections
- Mycobacterial infections
- Invasive fungal infections
- Viral infections
- Parasitic infections
- Aspergillosis
- Blastomycosis
- Candidiasis
- Coccidioidomycosis
- Histoplasmosis
- Legionellosis
- Listeriosis
- Pneumocystosis
- Tuberculosis
- Hepatitis B reactivation
- Malignancies
- Lymphoma
- Heart failure
- Demyelinating disease
- Hypersensitivity reactions

These are the adverse drug event terms found in the provided text."
BENLYSTA,adverse reactions,"Mortality, Serious Infections, Malignancy, Hypersensitivity Reactions, Anaphylaxis, Infusion Reactions, Depression, Nausea, Diarrhea, Pyrexia, Nasopharyngitis, Bronchitis, Insomnia, Pain in extremity, Migraine, Pharyngitis, Cystitis, Leukopenia, Gastroenteritis viral, Fatal anaphylaxis"
BENLYSTA,warnings and precautions,"deaths, Serious Infections, Hypersensitivity Reactions, Anaphylaxis, Depression, Immunization"
TOVIAZ,adverse reactions,"dry mouth, constipation, angina, chest pain, gastroenteritis, QT prolongation, dyspepsia, nausea, abdominal pain, dry eyes, dysuria, urinary retention, cough, dry throat, edema peripheral, back pain, insomnia, rash, blurred vision, palpitations, hypersensitivity reactions, angioedema, face edema, dizziness, headache, somnolence, urticaria, pruritus"
TOVIAZ,warnings and precautions,"angioedema, urinary retention, decreased gastrointestinal motility, narrow-angle glaucoma, somnolence, myasthenia gravis"
ENTEREG,adverse reactions,The adverse drug event terms in the text are: dyspepsia
ENTEREG,boxed warnings,"myocardial infarction, increased risk, adverse event"
ENTEREG,warnings and precautions,"Myocardial infarctions, abdominal pain, nausea, vomiting, diarrhea, severe hepatic impairment, end-stage renal disease, complete gastrointestinal obstruction, surgery, pancreatic anastomosis, gastric anastomosis"
VIZAMYL,adverse reactions,"flushing, headache, increased blood pressure, nausea, dizziness, hypersensitivity reaction, dyspnea, chest pressure"
VIZAMYL,warnings and precautions,"hypersensitivity reactions, flushing, dyspnea, image interpretation errors, false positives, radiation risk"
AMPYRA,adverse reactions,"Seizures, Anaphylaxis, Urinary Tract Infections, Insomnia, Dizziness, Headache, Nausea, Asthenia, Back Pain, Balance Disorder, Multiple Sclerosis Relapse, Paresthesia, Nasopharyngitis, Constipation, Dyspepsia, Pharyngolaryngeal Pain"
AMPYRA,warnings and precautions,"seizures, anaphylaxis, urinary tract infections"
