drug_name,section_name,subsection_name,term,meddra_code
KYPROLIS,adverse reactions,"Table 5: Common Adverse Events (>= 10% in the KRd Arm) Occurring in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide,and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone a Pneumonia includes preferred terms of pneumonia, bronchopneumonia b Peripheral neuropathies NEC includes preferred terms under HLT peripheral neuropathies NEC c Dyspnea includes preferred terms of dyspnea, dyspnea exertional d Embolic and thrombotic events, venous include preferred terms in MedDRA SMQ narrow scope search of embolic and thrombotic events, venous. e Hypertension includes preferred terms of hypertension, hypertensive crisis, hypertensive emergency System Organ Class KRd Arm(N = 392) Rd Arm(N = 389) Preferred Term Any Grade >= Grade 3 Any Grade >= Grade 3 Blood and Lymphatic System Disorders Anemia 138 (35%) 53 (14%) 127 (33%) 47 (12%) Neutropenia 124 (32%) 104 (27%) 115 (30%) 89 (23%) Thrombocytopenia 100 (26%) 58 (15%) 75 (19%) 39 (10%) Gastrointestinal Disorders Diarrhea 115 (29%) 7 (2%) 105 (27%) 12 (3%) Constipation 68 (17%) 0 53 (14%) 1 (0%) Nausea 60 (15%) 1 (0%) 39 (10%) 3 (1%) General Disorders and Administration Site Conditions Fatigue 109 (28%) 21 (5%) 104 (27%) 20 (5%) Pyrexia 93 (24%) 5 (1%) 64 (17%) 1 (0%) Edema Peripheral 63 (16%) 2 (1%) 57 (15%) 2 (1%) Asthenia 53 (14%) 11 (3%) 46 (12%) 7 (2%) Infections and Infestations Upper Respiratory Tract Infection 85 (22%) 7 (2%) 52 (13%) 3 (1%) Nasopharyngitis 63 (16%) 0 43 (11%) 0 Bronchitis 54 (14%) 5 (1%) 39 (10%) 2 (1%) Pneumoniaa 54 (14%) 35 (9%) 43 (11%) 27 (7%) Metabolism and Nutrition Disorders Hypokalemia 78 (20%) 22 (6%) 35 (9%) 12 (3%) Hypocalcemia 55 (14%) 10 (3%) 39 (10%) 5 (1%) Hyperglycemia 43 (11%) 18 (5%) 33 (9%) 15 (4%) Musculoskeletal and Connective Tissue Disorders Muscle Spasms 88 (22%) 3 (1%) 73 (19%) 3 (1%) Nervous System Disorders Peripheral Neuropathies NECb 43 (11%) 7 (2%) 37 (10%) 4 (1%) Psychiatric Disorders Insomnia 63 (16%) 6 (2%) 50 (13%) 8 (2%) Respiratory, Thoracic, and Mediastinal Disorders Cough 85 (22%) 1 (0%) 46 (12%) 0 Dyspneac 70 (18%) 9 (2%) 58 (15%) 6 (2%) Skin and Subcutaneous Tissue Disorders Rash 45 (12%) 5 (1%) 53 (14%) 5 (1%) Vascular Disorders Embolic and Thrombotic Events, Venousd 49 (13%) 16 (4%) 22 (6%) 9 (2%) Hypertensione 41 (11%) 12 (3%) 15 (4%) 4 (1%) There were 274 (70%) patients in the KRd arm who received treatment beyond Cycle 12. There were no new clinically relevant AEs that emerged in the later treatment cycles.",pruritus,10037087.0
KYPROLIS,adverse reactions,"Table 5: Common Adverse Events (>= 10% in the KRd Arm) Occurring in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide,and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone a Pneumonia includes preferred terms of pneumonia, bronchopneumonia b Peripheral neuropathies NEC includes preferred terms under HLT peripheral neuropathies NEC c Dyspnea includes preferred terms of dyspnea, dyspnea exertional d Embolic and thrombotic events, venous include preferred terms in MedDRA SMQ narrow scope search of embolic and thrombotic events, venous. e Hypertension includes preferred terms of hypertension, hypertensive crisis, hypertensive emergency System Organ Class KRd Arm(N = 392) Rd Arm(N = 389) Preferred Term Any Grade >= Grade 3 Any Grade >= Grade 3 Blood and Lymphatic System Disorders Anemia 138 (35%) 53 (14%) 127 (33%) 47 (12%) Neutropenia 124 (32%) 104 (27%) 115 (30%) 89 (23%) Thrombocytopenia 100 (26%) 58 (15%) 75 (19%) 39 (10%) Gastrointestinal Disorders Diarrhea 115 (29%) 7 (2%) 105 (27%) 12 (3%) Constipation 68 (17%) 0 53 (14%) 1 (0%) Nausea 60 (15%) 1 (0%) 39 (10%) 3 (1%) General Disorders and Administration Site Conditions Fatigue 109 (28%) 21 (5%) 104 (27%) 20 (5%) Pyrexia 93 (24%) 5 (1%) 64 (17%) 1 (0%) Edema Peripheral 63 (16%) 2 (1%) 57 (15%) 2 (1%) Asthenia 53 (14%) 11 (3%) 46 (12%) 7 (2%) Infections and Infestations Upper Respiratory Tract Infection 85 (22%) 7 (2%) 52 (13%) 3 (1%) Nasopharyngitis 63 (16%) 0 43 (11%) 0 Bronchitis 54 (14%) 5 (1%) 39 (10%) 2 (1%) Pneumoniaa 54 (14%) 35 (9%) 43 (11%) 27 (7%) Metabolism and Nutrition Disorders Hypokalemia 78 (20%) 22 (6%) 35 (9%) 12 (3%) Hypocalcemia 55 (14%) 10 (3%) 39 (10%) 5 (1%) Hyperglycemia 43 (11%) 18 (5%) 33 (9%) 15 (4%) Musculoskeletal and Connective Tissue Disorders Muscle Spasms 88 (22%) 3 (1%) 73 (19%) 3 (1%) Nervous System Disorders Peripheral Neuropathies NECb 43 (11%) 7 (2%) 37 (10%) 4 (1%) Psychiatric Disorders Insomnia 63 (16%) 6 (2%) 50 (13%) 8 (2%) Respiratory, Thoracic, and Mediastinal Disorders Cough 85 (22%) 1 (0%) 46 (12%) 0 Dyspneac 70 (18%) 9 (2%) 58 (15%) 6 (2%) Skin and Subcutaneous Tissue Disorders Rash 45 (12%) 5 (1%) 53 (14%) 5 (1%) Vascular Disorders Embolic and Thrombotic Events, Venousd 49 (13%) 16 (4%) 22 (6%) 9 (2%) Hypertensione 41 (11%) 12 (3%) 15 (4%) 4 (1%) There were 274 (70%) patients in the KRd arm who received treatment beyond Cycle 12. There were no new clinically relevant AEs that emerged in the later treatment cycles.",deep vein thrombosis,10051055.0
KYPROLIS,adverse reactions,"Table 5: Common Adverse Events (>= 10% in the KRd Arm) Occurring in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide,and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone a Pneumonia includes preferred terms of pneumonia, bronchopneumonia b Peripheral neuropathies NEC includes preferred terms under HLT peripheral neuropathies NEC c Dyspnea includes preferred terms of dyspnea, dyspnea exertional d Embolic and thrombotic events, venous include preferred terms in MedDRA SMQ narrow scope search of embolic and thrombotic events, venous. e Hypertension includes preferred terms of hypertension, hypertensive crisis, hypertensive emergency System Organ Class KRd Arm(N = 392) Rd Arm(N = 389) Preferred Term Any Grade >= Grade 3 Any Grade >= Grade 3 Blood and Lymphatic System Disorders Anemia 138 (35%) 53 (14%) 127 (33%) 47 (12%) Neutropenia 124 (32%) 104 (27%) 115 (30%) 89 (23%) Thrombocytopenia 100 (26%) 58 (15%) 75 (19%) 39 (10%) Gastrointestinal Disorders Diarrhea 115 (29%) 7 (2%) 105 (27%) 12 (3%) Constipation 68 (17%) 0 53 (14%) 1 (0%) Nausea 60 (15%) 1 (0%) 39 (10%) 3 (1%) General Disorders and Administration Site Conditions Fatigue 109 (28%) 21 (5%) 104 (27%) 20 (5%) Pyrexia 93 (24%) 5 (1%) 64 (17%) 1 (0%) Edema Peripheral 63 (16%) 2 (1%) 57 (15%) 2 (1%) Asthenia 53 (14%) 11 (3%) 46 (12%) 7 (2%) Infections and Infestations Upper Respiratory Tract Infection 85 (22%) 7 (2%) 52 (13%) 3 (1%) Nasopharyngitis 63 (16%) 0 43 (11%) 0 Bronchitis 54 (14%) 5 (1%) 39 (10%) 2 (1%) Pneumoniaa 54 (14%) 35 (9%) 43 (11%) 27 (7%) Metabolism and Nutrition Disorders Hypokalemia 78 (20%) 22 (6%) 35 (9%) 12 (3%) Hypocalcemia 55 (14%) 10 (3%) 39 (10%) 5 (1%) Hyperglycemia 43 (11%) 18 (5%) 33 (9%) 15 (4%) Musculoskeletal and Connective Tissue Disorders Muscle Spasms 88 (22%) 3 (1%) 73 (19%) 3 (1%) Nervous System Disorders Peripheral Neuropathies NECb 43 (11%) 7 (2%) 37 (10%) 4 (1%) Psychiatric Disorders Insomnia 63 (16%) 6 (2%) 50 (13%) 8 (2%) Respiratory, Thoracic, and Mediastinal Disorders Cough 85 (22%) 1 (0%) 46 (12%) 0 Dyspneac 70 (18%) 9 (2%) 58 (15%) 6 (2%) Skin and Subcutaneous Tissue Disorders Rash 45 (12%) 5 (1%) 53 (14%) 5 (1%) Vascular Disorders Embolic and Thrombotic Events, Venousd 49 (13%) 16 (4%) 22 (6%) 9 (2%) Hypertensione 41 (11%) 12 (3%) 15 (4%) 4 (1%) There were 274 (70%) patients in the KRd arm who received treatment beyond Cycle 12. There were no new clinically relevant AEs that emerged in the later treatment cycles.",hypotension,10021097.0
KYPROLIS,adverse reactions,"Table 5: Common Adverse Events (>= 10% in the KRd Arm) Occurring in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide,and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone a Pneumonia includes preferred terms of pneumonia, bronchopneumonia b Peripheral neuropathies NEC includes preferred terms under HLT peripheral neuropathies NEC c Dyspnea includes preferred terms of dyspnea, dyspnea exertional d Embolic and thrombotic events, venous include preferred terms in MedDRA SMQ narrow scope search of embolic and thrombotic events, venous. e Hypertension includes preferred terms of hypertension, hypertensive crisis, hypertensive emergency System Organ Class KRd Arm(N = 392) Rd Arm(N = 389) Preferred Term Any Grade >= Grade 3 Any Grade >= Grade 3 Blood and Lymphatic System Disorders Anemia 138 (35%) 53 (14%) 127 (33%) 47 (12%) Neutropenia 124 (32%) 104 (27%) 115 (30%) 89 (23%) Thrombocytopenia 100 (26%) 58 (15%) 75 (19%) 39 (10%) Gastrointestinal Disorders Diarrhea 115 (29%) 7 (2%) 105 (27%) 12 (3%) Constipation 68 (17%) 0 53 (14%) 1 (0%) Nausea 60 (15%) 1 (0%) 39 (10%) 3 (1%) General Disorders and Administration Site Conditions Fatigue 109 (28%) 21 (5%) 104 (27%) 20 (5%) Pyrexia 93 (24%) 5 (1%) 64 (17%) 1 (0%) Edema Peripheral 63 (16%) 2 (1%) 57 (15%) 2 (1%) Asthenia 53 (14%) 11 (3%) 46 (12%) 7 (2%) Infections and Infestations Upper Respiratory Tract Infection 85 (22%) 7 (2%) 52 (13%) 3 (1%) Nasopharyngitis 63 (16%) 0 43 (11%) 0 Bronchitis 54 (14%) 5 (1%) 39 (10%) 2 (1%) Pneumoniaa 54 (14%) 35 (9%) 43 (11%) 27 (7%) Metabolism and Nutrition Disorders Hypokalemia 78 (20%) 22 (6%) 35 (9%) 12 (3%) Hypocalcemia 55 (14%) 10 (3%) 39 (10%) 5 (1%) Hyperglycemia 43 (11%) 18 (5%) 33 (9%) 15 (4%) Musculoskeletal and Connective Tissue Disorders Muscle Spasms 88 (22%) 3 (1%) 73 (19%) 3 (1%) Nervous System Disorders Peripheral Neuropathies NECb 43 (11%) 7 (2%) 37 (10%) 4 (1%) Psychiatric Disorders Insomnia 63 (16%) 6 (2%) 50 (13%) 8 (2%) Respiratory, Thoracic, and Mediastinal Disorders Cough 85 (22%) 1 (0%) 46 (12%) 0 Dyspneac 70 (18%) 9 (2%) 58 (15%) 6 (2%) Skin and Subcutaneous Tissue Disorders Rash 45 (12%) 5 (1%) 53 (14%) 5 (1%) Vascular Disorders Embolic and Thrombotic Events, Venousd 49 (13%) 16 (4%) 22 (6%) 9 (2%) Hypertensione 41 (11%) 12 (3%) 15 (4%) 4 (1%) There were 274 (70%) patients in the KRd arm who received treatment beyond Cycle 12. There were no new clinically relevant AEs that emerged in the later treatment cycles.",neutropenia,10029354.0
KYPROLIS,adverse reactions,"Table 5: Common Adverse Events (>= 10% in the KRd Arm) Occurring in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide,and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone a Pneumonia includes preferred terms of pneumonia, bronchopneumonia b Peripheral neuropathies NEC includes preferred terms under HLT peripheral neuropathies NEC c Dyspnea includes preferred terms of dyspnea, dyspnea exertional d Embolic and thrombotic events, venous include preferred terms in MedDRA SMQ narrow scope search of embolic and thrombotic events, venous. e Hypertension includes preferred terms of hypertension, hypertensive crisis, hypertensive emergency System Organ Class KRd Arm(N = 392) Rd Arm(N = 389) Preferred Term Any Grade >= Grade 3 Any Grade >= Grade 3 Blood and Lymphatic System Disorders Anemia 138 (35%) 53 (14%) 127 (33%) 47 (12%) Neutropenia 124 (32%) 104 (27%) 115 (30%) 89 (23%) Thrombocytopenia 100 (26%) 58 (15%) 75 (19%) 39 (10%) Gastrointestinal Disorders Diarrhea 115 (29%) 7 (2%) 105 (27%) 12 (3%) Constipation 68 (17%) 0 53 (14%) 1 (0%) Nausea 60 (15%) 1 (0%) 39 (10%) 3 (1%) General Disorders and Administration Site Conditions Fatigue 109 (28%) 21 (5%) 104 (27%) 20 (5%) Pyrexia 93 (24%) 5 (1%) 64 (17%) 1 (0%) Edema Peripheral 63 (16%) 2 (1%) 57 (15%) 2 (1%) Asthenia 53 (14%) 11 (3%) 46 (12%) 7 (2%) Infections and Infestations Upper Respiratory Tract Infection 85 (22%) 7 (2%) 52 (13%) 3 (1%) Nasopharyngitis 63 (16%) 0 43 (11%) 0 Bronchitis 54 (14%) 5 (1%) 39 (10%) 2 (1%) Pneumoniaa 54 (14%) 35 (9%) 43 (11%) 27 (7%) Metabolism and Nutrition Disorders Hypokalemia 78 (20%) 22 (6%) 35 (9%) 12 (3%) Hypocalcemia 55 (14%) 10 (3%) 39 (10%) 5 (1%) Hyperglycemia 43 (11%) 18 (5%) 33 (9%) 15 (4%) Musculoskeletal and Connective Tissue Disorders Muscle Spasms 88 (22%) 3 (1%) 73 (19%) 3 (1%) Nervous System Disorders Peripheral Neuropathies NECb 43 (11%) 7 (2%) 37 (10%) 4 (1%) Psychiatric Disorders Insomnia 63 (16%) 6 (2%) 50 (13%) 8 (2%) Respiratory, Thoracic, and Mediastinal Disorders Cough 85 (22%) 1 (0%) 46 (12%) 0 Dyspneac 70 (18%) 9 (2%) 58 (15%) 6 (2%) Skin and Subcutaneous Tissue Disorders Rash 45 (12%) 5 (1%) 53 (14%) 5 (1%) Vascular Disorders Embolic and Thrombotic Events, Venousd 49 (13%) 16 (4%) 22 (6%) 9 (2%) Hypertensione 41 (11%) 12 (3%) 15 (4%) 4 (1%) There were 274 (70%) patients in the KRd arm who received treatment beyond Cycle 12. There were no new clinically relevant AEs that emerged in the later treatment cycles.",thrombocytopenia,10043551.0
KYPROLIS,adverse reactions,"Table 5: Common Adverse Events (>= 10% in the KRd Arm) Occurring in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide,and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone a Pneumonia includes preferred terms of pneumonia, bronchopneumonia b Peripheral neuropathies NEC includes preferred terms under HLT peripheral neuropathies NEC c Dyspnea includes preferred terms of dyspnea, dyspnea exertional d Embolic and thrombotic events, venous include preferred terms in MedDRA SMQ narrow scope search of embolic and thrombotic events, venous. e Hypertension includes preferred terms of hypertension, hypertensive crisis, hypertensive emergency System Organ Class KRd Arm(N = 392) Rd Arm(N = 389) Preferred Term Any Grade >= Grade 3 Any Grade >= Grade 3 Blood and Lymphatic System Disorders Anemia 138 (35%) 53 (14%) 127 (33%) 47 (12%) Neutropenia 124 (32%) 104 (27%) 115 (30%) 89 (23%) Thrombocytopenia 100 (26%) 58 (15%) 75 (19%) 39 (10%) Gastrointestinal Disorders Diarrhea 115 (29%) 7 (2%) 105 (27%) 12 (3%) Constipation 68 (17%) 0 53 (14%) 1 (0%) Nausea 60 (15%) 1 (0%) 39 (10%) 3 (1%) General Disorders and Administration Site Conditions Fatigue 109 (28%) 21 (5%) 104 (27%) 20 (5%) Pyrexia 93 (24%) 5 (1%) 64 (17%) 1 (0%) Edema Peripheral 63 (16%) 2 (1%) 57 (15%) 2 (1%) Asthenia 53 (14%) 11 (3%) 46 (12%) 7 (2%) Infections and Infestations Upper Respiratory Tract Infection 85 (22%) 7 (2%) 52 (13%) 3 (1%) Nasopharyngitis 63 (16%) 0 43 (11%) 0 Bronchitis 54 (14%) 5 (1%) 39 (10%) 2 (1%) Pneumoniaa 54 (14%) 35 (9%) 43 (11%) 27 (7%) Metabolism and Nutrition Disorders Hypokalemia 78 (20%) 22 (6%) 35 (9%) 12 (3%) Hypocalcemia 55 (14%) 10 (3%) 39 (10%) 5 (1%) Hyperglycemia 43 (11%) 18 (5%) 33 (9%) 15 (4%) Musculoskeletal and Connective Tissue Disorders Muscle Spasms 88 (22%) 3 (1%) 73 (19%) 3 (1%) Nervous System Disorders Peripheral Neuropathies NECb 43 (11%) 7 (2%) 37 (10%) 4 (1%) Psychiatric Disorders Insomnia 63 (16%) 6 (2%) 50 (13%) 8 (2%) Respiratory, Thoracic, and Mediastinal Disorders Cough 85 (22%) 1 (0%) 46 (12%) 0 Dyspneac 70 (18%) 9 (2%) 58 (15%) 6 (2%) Skin and Subcutaneous Tissue Disorders Rash 45 (12%) 5 (1%) 53 (14%) 5 (1%) Vascular Disorders Embolic and Thrombotic Events, Venousd 49 (13%) 16 (4%) 22 (6%) 9 (2%) Hypertensione 41 (11%) 12 (3%) 15 (4%) 4 (1%) There were 274 (70%) patients in the KRd arm who received treatment beyond Cycle 12. There were no new clinically relevant AEs that emerged in the later treatment cycles.",hypokalemia,10021015.0
KYPROLIS,adverse reactions,"Table 5: Common Adverse Events (>= 10% in the KRd Arm) Occurring in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide,and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone a Pneumonia includes preferred terms of pneumonia, bronchopneumonia b Peripheral neuropathies NEC includes preferred terms under HLT peripheral neuropathies NEC c Dyspnea includes preferred terms of dyspnea, dyspnea exertional d Embolic and thrombotic events, venous include preferred terms in MedDRA SMQ narrow scope search of embolic and thrombotic events, venous. e Hypertension includes preferred terms of hypertension, hypertensive crisis, hypertensive emergency System Organ Class KRd Arm(N = 392) Rd Arm(N = 389) Preferred Term Any Grade >= Grade 3 Any Grade >= Grade 3 Blood and Lymphatic System Disorders Anemia 138 (35%) 53 (14%) 127 (33%) 47 (12%) Neutropenia 124 (32%) 104 (27%) 115 (30%) 89 (23%) Thrombocytopenia 100 (26%) 58 (15%) 75 (19%) 39 (10%) Gastrointestinal Disorders Diarrhea 115 (29%) 7 (2%) 105 (27%) 12 (3%) Constipation 68 (17%) 0 53 (14%) 1 (0%) Nausea 60 (15%) 1 (0%) 39 (10%) 3 (1%) General Disorders and Administration Site Conditions Fatigue 109 (28%) 21 (5%) 104 (27%) 20 (5%) Pyrexia 93 (24%) 5 (1%) 64 (17%) 1 (0%) Edema Peripheral 63 (16%) 2 (1%) 57 (15%) 2 (1%) Asthenia 53 (14%) 11 (3%) 46 (12%) 7 (2%) Infections and Infestations Upper Respiratory Tract Infection 85 (22%) 7 (2%) 52 (13%) 3 (1%) Nasopharyngitis 63 (16%) 0 43 (11%) 0 Bronchitis 54 (14%) 5 (1%) 39 (10%) 2 (1%) Pneumoniaa 54 (14%) 35 (9%) 43 (11%) 27 (7%) Metabolism and Nutrition Disorders Hypokalemia 78 (20%) 22 (6%) 35 (9%) 12 (3%) Hypocalcemia 55 (14%) 10 (3%) 39 (10%) 5 (1%) Hyperglycemia 43 (11%) 18 (5%) 33 (9%) 15 (4%) Musculoskeletal and Connective Tissue Disorders Muscle Spasms 88 (22%) 3 (1%) 73 (19%) 3 (1%) Nervous System Disorders Peripheral Neuropathies NECb 43 (11%) 7 (2%) 37 (10%) 4 (1%) Psychiatric Disorders Insomnia 63 (16%) 6 (2%) 50 (13%) 8 (2%) Respiratory, Thoracic, and Mediastinal Disorders Cough 85 (22%) 1 (0%) 46 (12%) 0 Dyspneac 70 (18%) 9 (2%) 58 (15%) 6 (2%) Skin and Subcutaneous Tissue Disorders Rash 45 (12%) 5 (1%) 53 (14%) 5 (1%) Vascular Disorders Embolic and Thrombotic Events, Venousd 49 (13%) 16 (4%) 22 (6%) 9 (2%) Hypertensione 41 (11%) 12 (3%) 15 (4%) 4 (1%) There were 274 (70%) patients in the KRd arm who received treatment beyond Cycle 12. There were no new clinically relevant AEs that emerged in the later treatment cycles.",hypophosphatemia.,
KYPROLIS,adverse reactions,Table 6 describes Grade 3-4 laboratory abnormalities reported at a rate of >=10% in the KRd arm for patients who received combination therapy.,"if the input is ""nan"" and there is no actual drug label text provided",
KYPROLIS,adverse reactions,Table 6 describes Grade 3-4 laboratory abnormalities reported at a rate of >=10% in the KRd arm for patients who received combination therapy.,then i cannot extract any adverse drug event terms. please provide the text for analysis.,
KYPROLIS,adverse reactions,"Table 6: Grade 3-4 Laboratory Abnormalities (>= 10%) in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide, and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone Laboratory Abnormality KRd (N = 392) Rd(N = 389) Decreased Lymphocytes 182 (46%) 119 (31%) Decreased Absolute Neutrophil Count 152 (39%) 140 (36%) Decreased Phosphorus 122 (31%) 106 (27%) Decreased Platelets 101 (26%) 59 (15%) Decreased Total White Blood Cell Count 97 (25%) 71 (18%) Decreased Hemoglobin 58 (15%) 68 (18%) Decreased Potassium 41 (11%) 23 (6%) 6.1.2 Safety Experience with Kyprolis in Patients with Multiple Myeloma who Received Monotherapy The safety of Kyprolis was evaluated in clinical trials in which 598 patients with relapsed and/or refractory myeloma received Kyprolis monotherapy starting with the 20 mg/m 2 dose in Cycle 1 Day 1 and escalating to 27 mg/m 2 on Cycle 1 Day 8 or Cycle 2 Day 1. The median age of these patients was 64 years (range 32-87). The patients received a median of 5 (range 1-20) prior regimens. Approximately 57% of the patients were male. The median number of cycles initiated was 4 (range 1-35).",pneumonia,10035664.0
KYPROLIS,adverse reactions,"Table 6: Grade 3-4 Laboratory Abnormalities (>= 10%) in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide, and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone Laboratory Abnormality KRd (N = 392) Rd(N = 389) Decreased Lymphocytes 182 (46%) 119 (31%) Decreased Absolute Neutrophil Count 152 (39%) 140 (36%) Decreased Phosphorus 122 (31%) 106 (27%) Decreased Platelets 101 (26%) 59 (15%) Decreased Total White Blood Cell Count 97 (25%) 71 (18%) Decreased Hemoglobin 58 (15%) 68 (18%) Decreased Potassium 41 (11%) 23 (6%) 6.1.2 Safety Experience with Kyprolis in Patients with Multiple Myeloma who Received Monotherapy The safety of Kyprolis was evaluated in clinical trials in which 598 patients with relapsed and/or refractory myeloma received Kyprolis monotherapy starting with the 20 mg/m 2 dose in Cycle 1 Day 1 and escalating to 27 mg/m 2 on Cycle 1 Day 8 or Cycle 2 Day 1. The median age of these patients was 64 years (range 32-87). The patients received a median of 5 (range 1-20) prior regimens. Approximately 57% of the patients were male. The median number of cycles initiated was 4 (range 1-35).",acute renal failure,10001041.0
KYPROLIS,adverse reactions,"Table 6: Grade 3-4 Laboratory Abnormalities (>= 10%) in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide, and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone Laboratory Abnormality KRd (N = 392) Rd(N = 389) Decreased Lymphocytes 182 (46%) 119 (31%) Decreased Absolute Neutrophil Count 152 (39%) 140 (36%) Decreased Phosphorus 122 (31%) 106 (27%) Decreased Platelets 101 (26%) 59 (15%) Decreased Total White Blood Cell Count 97 (25%) 71 (18%) Decreased Hemoglobin 58 (15%) 68 (18%) Decreased Potassium 41 (11%) 23 (6%) 6.1.2 Safety Experience with Kyprolis in Patients with Multiple Myeloma who Received Monotherapy The safety of Kyprolis was evaluated in clinical trials in which 598 patients with relapsed and/or refractory myeloma received Kyprolis monotherapy starting with the 20 mg/m 2 dose in Cycle 1 Day 1 and escalating to 27 mg/m 2 on Cycle 1 Day 8 or Cycle 2 Day 1. The median age of these patients was 64 years (range 32-87). The patients received a median of 5 (range 1-20) prior regimens. Approximately 57% of the patients were male. The median number of cycles initiated was 4 (range 1-35).",disease progression,10061818.0
KYPROLIS,adverse reactions,"Table 6: Grade 3-4 Laboratory Abnormalities (>= 10%) in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide, and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone Laboratory Abnormality KRd (N = 392) Rd(N = 389) Decreased Lymphocytes 182 (46%) 119 (31%) Decreased Absolute Neutrophil Count 152 (39%) 140 (36%) Decreased Phosphorus 122 (31%) 106 (27%) Decreased Platelets 101 (26%) 59 (15%) Decreased Total White Blood Cell Count 97 (25%) 71 (18%) Decreased Hemoglobin 58 (15%) 68 (18%) Decreased Potassium 41 (11%) 23 (6%) 6.1.2 Safety Experience with Kyprolis in Patients with Multiple Myeloma who Received Monotherapy The safety of Kyprolis was evaluated in clinical trials in which 598 patients with relapsed and/or refractory myeloma received Kyprolis monotherapy starting with the 20 mg/m 2 dose in Cycle 1 Day 1 and escalating to 27 mg/m 2 on Cycle 1 Day 8 or Cycle 2 Day 1. The median age of these patients was 64 years (range 32-87). The patients received a median of 5 (range 1-20) prior regimens. Approximately 57% of the patients were male. The median number of cycles initiated was 4 (range 1-35).",pyrexia,10037660.0
KYPROLIS,adverse reactions,"Table 6: Grade 3-4 Laboratory Abnormalities (>= 10%) in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide, and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone Laboratory Abnormality KRd (N = 392) Rd(N = 389) Decreased Lymphocytes 182 (46%) 119 (31%) Decreased Absolute Neutrophil Count 152 (39%) 140 (36%) Decreased Phosphorus 122 (31%) 106 (27%) Decreased Platelets 101 (26%) 59 (15%) Decreased Total White Blood Cell Count 97 (25%) 71 (18%) Decreased Hemoglobin 58 (15%) 68 (18%) Decreased Potassium 41 (11%) 23 (6%) 6.1.2 Safety Experience with Kyprolis in Patients with Multiple Myeloma who Received Monotherapy The safety of Kyprolis was evaluated in clinical trials in which 598 patients with relapsed and/or refractory myeloma received Kyprolis monotherapy starting with the 20 mg/m 2 dose in Cycle 1 Day 1 and escalating to 27 mg/m 2 on Cycle 1 Day 8 or Cycle 2 Day 1. The median age of these patients was 64 years (range 32-87). The patients received a median of 5 (range 1-20) prior regimens. Approximately 57% of the patients were male. The median number of cycles initiated was 4 (range 1-35).",hypercalcemia,10020583.0
KYPROLIS,adverse reactions,"Table 6: Grade 3-4 Laboratory Abnormalities (>= 10%) in Cycles 1-12 (Combination Therapy) KRd = Kyprolis, lenalidomide, and low-dose dexamethasone; Rd = lenalidomide and low-dose dexamethasone Laboratory Abnormality KRd (N = 392) Rd(N = 389) Decreased Lymphocytes 182 (46%) 119 (31%) Decreased Absolute Neutrophil Count 152 (39%) 140 (36%) Decreased Phosphorus 122 (31%) 106 (27%) Decreased Platelets 101 (26%) 59 (15%) Decreased Total White Blood Cell Count 97 (25%) 71 (18%) Decreased Hemoglobin 58 (15%) 68 (18%) Decreased Potassium 41 (11%) 23 (6%) 6.1.2 Safety Experience with Kyprolis in Patients with Multiple Myeloma who Received Monotherapy The safety of Kyprolis was evaluated in clinical trials in which 598 patients with relapsed and/or refractory myeloma received Kyprolis monotherapy starting with the 20 mg/m 2 dose in Cycle 1 Day 1 and escalating to 27 mg/m 2 on Cycle 1 Day 8 or Cycle 2 Day 1. The median age of these patients was 64 years (range 32-87). The patients received a median of 5 (range 1-20) prior regimens. Approximately 57% of the patients were male. The median number of cycles initiated was 4 (range 1-35).",congestive heart failure,10010684.0
