section_id,reaction_string,drug_name,meddra_pt,meddra_pt_id,meddra_llt,meddra_llt_id,section_name,section,str,discontinuous_term,negated_term,meddra_exact_term
S1,somnolence,APTIOM,Somnolence,10041349.0,,,adverse reactions,S1,somnolence,0.0,0.0,1
S1,fatigue,APTIOM,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0.0,0.0,1
S1,dizziness,APTIOM,Dizziness,10013573.0,,,adverse reactions,S1,dizziness,0.0,0.0,1
S1,nausea,APTIOM,Nausea,10028813.0,,,adverse reactions,S1,nausea,0.0,0.0,1
S1,vomiting,APTIOM,Vomiting,10047700.0,,,adverse reactions,S1,vomiting,0.0,0.0,1
S1,ataxia,APTIOM,Ataxia,10003591.0,,,adverse reactions,S1,ataxia,0.0,0.0,1
S1,diplopia,APTIOM,Diplopia,10013036.0,,,adverse reactions,S1,diplopia,0.0,0.0,1
S1,somnolence,APTIOM,Somnolence,10041349.0,,,adverse reactions,S1,somnolence,0.0,0.0,1
S1,headache,APTIOM,Headache,10019211.0,,,adverse reactions,S1,headache,0.0,0.0,1
S1,blurred vision,APTIOM,Vision blurred,10047513.0,Blurred vision,10005886.0,adverse reactions,S1,blurred vision,0.0,0.0,1
S1,vertigo,APTIOM,Vertigo,10047340.0,,,adverse reactions,S1,vertigo,0.0,0.0,1
S1,asthenia,APTIOM,Asthenia,10003549.0,,,adverse reactions,S1,asthenia,0.0,0.0,1
S1,fatigue,APTIOM,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0.0,0.0,1
S1,rash,APTIOM,Rash,10037844.0,,,adverse reactions,S1,rash,0.0,0.0,1
S1,dysarthria,APTIOM,Dysarthria,10013887.0,,,adverse reactions,S1,dysarthria,0.0,0.0,1
S1,tremor,APTIOM,Tremor,10044565.0,,,adverse reactions,S1,tremor,0.0,0.0,1
S1,dizziness,APTIOM,Dizziness,10013573.0,,,adverse reactions,S1,dizziness,0.0,0.0,1
S1,somnolence,APTIOM,Somnolence,10041349.0,,,adverse reactions,S1,somnolence,0.0,0.0,1
S1,nausea,APTIOM,Nausea,10028813.0,,,adverse reactions,S1,nausea,0.0,0.0,1
S1,headache,APTIOM,Headache,10019211.0,,,adverse reactions,S1,headache,0.0,0.0,1
S1,diplopia,APTIOM,Diplopia,10013036.0,,,adverse reactions,S1,diplopia,0.0,0.0,1
S1,vomiting,APTIOM,Vomiting,10047700.0,,,adverse reactions,S1,vomiting,0.0,0.0,1
S1,fatigue,APTIOM,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0.0,0.0,1
S1,vertigo,APTIOM,Vertigo,10047340.0,,,adverse reactions,S1,vertigo,0.0,0.0,1
S1,ataxia,APTIOM,Ataxia,10003591.0,,,adverse reactions,S1,ataxia,0.0,0.0,1
S1,blurred vision,APTIOM,Vision blurred,10047513.0,Blurred vision,10005886.0,adverse reactions,S1,blurred vision,0.0,0.0,1
S1,tremor,APTIOM,Tremor,10044565.0,,,adverse reactions,S1,tremor,0.0,0.0,1
S1,vertigo,APTIOM,Vertigo,10047340.0,,,adverse reactions,S1,vertigo,0.0,0.0,1
S1,diplopia,APTIOM,Diplopia,10013036.0,,,adverse reactions,S1,diplopia,0.0,0.0,1
S1,blurred vision,APTIOM,Vision blurred,10047513.0,Blurred vision,10005886.0,adverse reactions,S1,blurred vision,0.0,0.0,1
S1,visual impairment,APTIOM,Visual impairment,10047571.0,,,adverse reactions,S1,visual impairment,0.0,0.0,1
S1,nausea,APTIOM,Nausea,10028813.0,,,adverse reactions,S1,nausea,0.0,0.0,1
S1,vomiting,APTIOM,Vomiting,10047700.0,,,adverse reactions,S1,vomiting,0.0,0.0,1
S1,diarrhea,APTIOM,Diarrhoea,10012735.0,Diarrhea,10012727.0,adverse reactions,S1,diarrhea,0.0,0.0,1
S1,constipation,APTIOM,Constipation,10010774.0,,,adverse reactions,S1,constipation,0.0,0.0,1
S1,abdominal pain,APTIOM,Abdominal pain,10000081.0,,,adverse reactions,S1,abdominal pain,0.0,0.0,1
S1,gastritis,APTIOM,Gastritis,10017853.0,,,adverse reactions,S1,gastritis,0.0,0.0,1
S1,fatigue,APTIOM,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0.0,0.0,1
S1,asthenia,APTIOM,Asthenia,10003549.0,,,adverse reactions,S1,asthenia,0.0,0.0,1
S1,gait disturbance,APTIOM,Gait disturbance,10017577.0,,,adverse reactions,S1,gait disturbance,0.0,0.0,1
S1,peripheral edema,APTIOM,Oedema peripheral,10030124.0,Peripheral edema,10034570.0,adverse reactions,S1,peripheral edema,0.0,0.0,1
S1,urinary tract infections,APTIOM,Urinary tract infection,10046571.0,,,adverse reactions,S1,urinary tract infections,0.0,0.0,0
S1,fall,APTIOM,Fall,10016173.0,,,adverse reactions,S1,fall,0.0,0.0,1
S1,hyponatremia,APTIOM,Hyponatraemia,10021036.0,Hyponatremia,10021038.0,adverse reactions,S1,hyponatremia,0.0,0.0,1
S1,dizziness,APTIOM,Dizziness,10013573.0,,,adverse reactions,S1,dizziness,0.0,0.0,1
S1,somnolence,APTIOM,Somnolence,10041349.0,,,adverse reactions,S1,somnolence,0.0,0.0,1
S1,headache,APTIOM,Headache,10019211.0,,,adverse reactions,S1,headache,0.0,0.0,1
S1,ataxia,APTIOM,Ataxia,10003591.0,,,adverse reactions,S1,ataxia,0.0,0.0,1
S1,balance disorder,APTIOM,Balance disorder,10049848.0,,,adverse reactions,S1,balance disorder,0.0,0.0,1
S1,tremor,APTIOM,Tremor,10044565.0,,,adverse reactions,S1,tremor,0.0,0.0,1
S1,dysarthria,APTIOM,Dysarthria,10013887.0,,,adverse reactions,S1,dysarthria,0.0,0.0,1
S1,memory impairment,APTIOM,Memory impairment,10027175.0,,,adverse reactions,S1,memory impairment,0.0,0.0,1
S1,nystagmus,APTIOM,Nystagmus,10029864.0,,,adverse reactions,S1,nystagmus,0.0,0.0,1
S1,depression,APTIOM,Depression,10012378.0,,,adverse reactions,S1,depression,0.0,0.0,1
S1,insomnia,APTIOM,Insomnia,10022437.0,,,adverse reactions,S1,insomnia,0.0,0.0,1
S1,cough,APTIOM,Cough,10011224.0,,,adverse reactions,S1,cough,0.0,0.0,1
S1,rash,APTIOM,Rash,10037844.0,,,adverse reactions,S1,rash,0.0,0.0,1
S1,hypertension,APTIOM,Hypertension,10020772.0,,,adverse reactions,S1,hypertension,0.0,0.0,1
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,suicidal ideation,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal ideation,1.0,0.0,1
S2,dermatologic reactions,APTIOM,Skin reaction,10040914.0,,,warnings and precautions,S2,dermatologic reactions,0.0,1.0,0
S2,drug reaction with eosinophilia and systemic symptoms,APTIOM,Drug reaction with eosinophilia and systemic symptoms,10073508.0,,,warnings and precautions,S2,drug reaction with eosinophilia and systemic symptoms,0.0,0.0,1
S2,dress,APTIOM,Drug reaction with eosinophilia and systemic symptoms,10073508.0,DRESS syndrome,10058899.0,warnings and precautions,S2,dress,0.0,0.0,0
S2,anaphylactic reactions,APTIOM,Anaphylactic reaction,10002198.0,,,warnings and precautions,S2,anaphylactic reactions,0.0,0.0,0
S2,angioedema,APTIOM,Angioedema,10002424.0,,,warnings and precautions,S2,angioedema,0.0,0.0,1
S2,hyponatremia,APTIOM,Hyponatraemia,10021036.0,Hyponatremia,10021038.0,warnings and precautions,S2,hyponatremia,0.0,0.0,1
S2,neurological adverse reactions,APTIOM,Neurological symptom,10060860.0,Neurologic reaction,10029290.0,warnings and precautions,S2,neurological adverse reactions,0.0,0.0,0
S2,drug induced liver injury,APTIOM,Drug-induced liver injury,10072268.0,,,warnings and precautions,S2,drug induced liver injury,0.0,0.0,0
S2,suicidal thoughts,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thoughts,0.0,1.0,0
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,suicidal thinking,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thinking,0.0,0.0,0
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,suicidal ideation,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal ideation,1.0,0.0,1
S2,suicidal thinking,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thinking,0.0,0.0,0
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,suicides,APTIOM,Completed suicide,10010144.0,Suicide,10042462.0,warnings and precautions,S2,suicides,0.0,0.0,0
S2,suicide,,,,,,,,,,,0
S2,suicidal thoughts,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thoughts,0.0,1.0,0
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,suicidal thoughts,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thoughts,0.0,1.0,0
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,suicidal thoughts,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thoughts,0.0,1.0,0
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,suicidal thoughts,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thoughts,0.0,1.0,0
S2,suicidal behaviors,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behaviors,1.0,0.0,0
S2,suicidal thoughts,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thoughts,0.0,1.0,0
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,morbidity,,,,,,,,,,,0
S2,mortality,,,,,,,,,,,0
S2,suicidal thoughts,APTIOM,Suicidal ideation,10042458.0,,,warnings and precautions,S2,suicidal thoughts,0.0,1.0,0
S2,suicidal behavior,APTIOM,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S2,suicidal behavior,1.0,1.0,1
S2,dermatologic reactions,APTIOM,Skin reaction,10040914.0,,,warnings and precautions,S2,dermatologic reactions,0.0,1.0,0
S2,stevens-johnson syndrome,APTIOM,Stevens-Johnson syndrome,10042033.0,,,warnings and precautions,S2,stevens-johnson syndrome,0.0,0.0,1
S2,sjs,APTIOM,Stevens-Johnson syndrome,10042033.0,,,warnings and precautions,S2,sjs,0.0,0.0,0
S2,fatal,APTIOM,Death,10011906.0,,,warnings and precautions,S2,fatal,0.0,0.0,0
S2,dermatologic reactions,APTIOM,Skin reaction,10040914.0,,,warnings and precautions,S2,dermatologic reactions,0.0,1.0,0
S2,toxic epidermal necrolysis,,,,,,,,,,,0
S2,ten,,,,,,,,,,,0
S2,sjs,APTIOM,Stevens-Johnson syndrome,10042033.0,,,warnings and precautions,S2,sjs,0.0,0.0,0
S2,dermatologic reactions,APTIOM,Skin reaction,10040914.0,,,warnings and precautions,S2,dermatologic reactions,0.0,1.0,0
S2,drug reaction with eosinophilia and systemic symptoms,APTIOM,Drug reaction with eosinophilia and systemic symptoms,10073508.0,,,warnings and precautions,S2,drug reaction with eosinophilia and systemic symptoms,0.0,0.0,1
S2,dress,APTIOM,Drug reaction with eosinophilia and systemic symptoms,10073508.0,DRESS syndrome,10058899.0,warnings and precautions,S2,dress,0.0,0.0,0
S2,multiorgan hypersensitivity,APTIOM,Drug reaction with eosinophilia and systemic symptoms,10073508.0,,,warnings and precautions,S2,multiorgan hypersensitivity,0.0,0.0,0
S2,dress,APTIOM,Drug reaction with eosinophilia and systemic symptoms,10073508.0,DRESS syndrome,10058899.0,warnings and precautions,S2,dress,0.0,0.0,0
S2,dress,APTIOM,Drug reaction with eosinophilia and systemic symptoms,10073508.0,DRESS syndrome,10058899.0,warnings and precautions,S2,dress,0.0,0.0,0
S2,fatal,APTIOM,Death,10011906.0,,,warnings and precautions,S2,fatal,0.0,0.0,0
S2,dress,APTIOM,Drug reaction with eosinophilia and systemic symptoms,10073508.0,DRESS syndrome,10058899.0,warnings and precautions,S2,dress,0.0,0.0,0
S2,fever,APTIOM,Pyrexia,10037660.0,Fever,10016558.0,warnings and precautions,S2,fever,0.0,0.0,1
S2,rash,APTIOM,Rash,10037844.0,,,warnings and precautions,S2,rash,0.0,1.0,1
S2,lymphadenopathy,APTIOM,Lymphadenopathy,10025197.0,,,warnings and precautions,S2,lymphadenopathy,0.0,0.0,1
S2,hepatitis,APTIOM,Hepatitis,10019717.0,,,warnings and precautions,S2,hepatitis,0.0,0.0,1
S2,nephritis,APTIOM,Nephritis,10029117.0,,,warnings and precautions,S2,nephritis,0.0,0.0,1
S2,hematological abnormalities,APTIOM,Haematology test abnormal,10057755.0,Hematology test abnormal,10057760.0,warnings and precautions,S2,hematological abnormalities,0.0,0.0,0
S2,myocarditis,APTIOM,Myocarditis,10028606.0,,,warnings and precautions,S2,myocarditis,0.0,0.0,1
S2,myositis,APTIOM,Myositis,10028653.0,,,warnings and precautions,S2,myositis,0.0,0.0,1
S2,eosinophilia,APTIOM,Eosinophilia,10014950.0,,,warnings and precautions,S2,eosinophilia,0.0,0.0,1
S2,hypersensitivity,APTIOM,Hypersensitivity,10020751.0,,,warnings and precautions,S2,hypersensitivity,0.0,0.0,1
S2,fever,APTIOM,Pyrexia,10037660.0,Fever,10016558.0,warnings and precautions,S2,fever,0.0,0.0,1
S2,lymphadenopathy,APTIOM,Lymphadenopathy,10025197.0,,,warnings and precautions,S2,lymphadenopathy,0.0,0.0,1
S2,rash,APTIOM,Rash,10037844.0,,,warnings and precautions,S2,rash,0.0,1.0,1
S2,anaphylaxis,APTIOM,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S2,anaphylaxis,0.0,0.0,1
S2,angioedema,APTIOM,Angioedema,10002424.0,,,warnings and precautions,S2,angioedema,0.0,0.0,1
S2,anaphylaxis,APTIOM,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S2,anaphylaxis,0.0,0.0,1
S2,angioedema,APTIOM,Angioedema,10002424.0,,,warnings and precautions,S2,angioedema,0.0,0.0,1
S2,laryngeal edema,APTIOM,Laryngeal oedema,10023845.0,Laryngeal edema,10023838.0,warnings and precautions,S2,laryngeal edema,0.0,0.0,1
S2,fatal,APTIOM,Death,10011906.0,,,warnings and precautions,S2,fatal,0.0,0.0,0
S2,hyponatremia,APTIOM,Hyponatraemia,10021036.0,Hyponatremia,10021038.0,warnings and precautions,S2,hyponatremia,0.0,0.0,1
S2,decreases in sodium values,APTIOM,Blood sodium decreased,10005802.0,Sodium decreased,10041268.0,warnings and precautions,S2,decreases in sodium values,0.0,0.0,0
S2,hyponatremia,APTIOM,Hyponatraemia,10021036.0,Hyponatremia,10021038.0,warnings and precautions,S2,hyponatremia,0.0,0.0,1
S2,hyponatremia,APTIOM,Hyponatraemia,10021036.0,Hyponatremia,10021038.0,warnings and precautions,S2,hyponatremia,0.0,0.0,1
S2,seizures,APTIOM,Seizure,10039906.0,Seizures,10039910.0,warnings and precautions,S2,seizures,0.0,0.0,1
S2,nausea,APTIOM,Nausea,10028813.0,,,warnings and precautions,S2,nausea,0.0,0.0,1
S2,vomiting,APTIOM,Vomiting,10047700.0,,,warnings and precautions,S2,vomiting,0.0,0.0,1
S2,dehydration,APTIOM,Dehydration,10012174.0,,,warnings and precautions,S2,dehydration,0.0,0.0,1
S2,gait instability,APTIOM,Gait disturbance,10017577.0,Gait instability,10017582.0,warnings and precautions,S2,gait instability,0.0,0.0,1
S2,injury,APTIOM,Injury,10022116.0,,,warnings and precautions,S2,injury,0.0,0.0,1
S2,hypochloremia,APTIOM,Hypochloraemia,10020955.0,Hypochloremia,10020957.0,warnings and precautions,S2,hypochloremia,0.0,0.0,1
S2,hyponatremia,APTIOM,Hyponatraemia,10021036.0,Hyponatremia,10021038.0,warnings and precautions,S2,hyponatremia,0.0,0.0,1
S2,hyponatremia,APTIOM,Hyponatraemia,10021036.0,Hyponatremia,10021038.0,warnings and precautions,S2,hyponatremia,0.0,0.0,1
S2,dizziness,APTIOM,Dizziness,10013573.0,,,warnings and precautions,S2,dizziness,0.0,0.0,1
S2,disturbance in gait,APTIOM,Gait disturbance,10017577.0,,,warnings and precautions,S2,disturbance in gait,0.0,0.0,0
S2,disturbance in coordination,APTIOM,Coordination abnormal,10010947.0,Coordination disturbance,10010949.0,warnings and precautions,S2,disturbance in coordination,1.0,0.0,0
S2,dizziness,APTIOM,Dizziness,10013573.0,,,warnings and precautions,S2,dizziness,0.0,0.0,1
S2,ataxia,APTIOM,Ataxia,10003591.0,,,warnings and precautions,S2,ataxia,0.0,0.0,1
S2,vertigo,APTIOM,Vertigo,10047340.0,,,warnings and precautions,S2,vertigo,0.0,0.0,1
S2,balance disorder,APTIOM,Balance disorder,10049848.0,,,warnings and precautions,S2,balance disorder,0.0,0.0,1
S2,gait disturbance,APTIOM,Gait disturbance,10017577.0,,,warnings and precautions,S2,gait disturbance,0.0,0.0,1
S2,nystagmus,APTIOM,Nystagmus,10029864.0,,,warnings and precautions,S2,nystagmus,0.0,0.0,1
S2,abnormal coordination,APTIOM,Coordination abnormal,10010947.0,,,warnings and precautions,S2,abnormal coordination,0.0,0.0,0
S2,dizziness,APTIOM,Dizziness,10013573.0,,,warnings and precautions,S2,dizziness,0.0,0.0,1
S2,disturbance in gait,APTIOM,Gait disturbance,10017577.0,,,warnings and precautions,S2,disturbance in gait,0.0,0.0,0
S2,disturbance in coordination,APTIOM,Coordination abnormal,10010947.0,Coordination disturbance,10010949.0,warnings and precautions,S2,disturbance in coordination,1.0,0.0,0
S2,nausea,APTIOM,Nausea,10028813.0,,,warnings and precautions,S2,nausea,0.0,0.0,1
S2,vomiting,APTIOM,Vomiting,10047700.0,,,warnings and precautions,S2,vomiting,0.0,0.0,1
S2,dizziness,APTIOM,Dizziness,10013573.0,,,warnings and precautions,S2,dizziness,0.0,0.0,1
S2,disturbance in gait,APTIOM,Gait disturbance,10017577.0,,,warnings and precautions,S2,disturbance in gait,0.0,0.0,0
S2,disturbance in coordination,APTIOM,Coordination abnormal,10010947.0,Coordination disturbance,10010949.0,warnings and precautions,S2,disturbance in coordination,1.0,0.0,0
S2,dizziness,APTIOM,Dizziness,10013573.0,,,warnings and precautions,S2,dizziness,0.0,0.0,1
S2,somnolence,APTIOM,Somnolence,10041349.0,,,warnings and precautions,S2,somnolence,0.0,0.0,1
S2,fatigue,APTIOM,Fatigue,10016256.0,,,warnings and precautions,S2,fatigue,0.0,0.0,1
S2,fatigue,APTIOM,Fatigue,10016256.0,,,warnings and precautions,S2,fatigue,0.0,0.0,1
S2,asthenia,APTIOM,Asthenia,10003549.0,,,warnings and precautions,S2,asthenia,0.0,0.0,1
S2,malaise,APTIOM,Malaise,10025482.0,,,warnings and precautions,S2,malaise,0.0,0.0,1
S2,hypersomnia,APTIOM,Hypersomnia,10020765.0,,,warnings and precautions,S2,hypersomnia,0.0,0.0,1
S2,sedation,APTIOM,Sedation,10039897.0,,,warnings and precautions,S2,sedation,0.0,0.0,1
S2,lethargy,APTIOM,Lethargy,10024264.0,,,warnings and precautions,S2,lethargy,0.0,0.0,1
S2,somnolence,APTIOM,Somnolence,10041349.0,,,warnings and precautions,S2,somnolence,0.0,0.0,1
S2,fatigue-related events,APTIOM,Fatigue,10016256.0,,,warnings and precautions,S2,fatigue-related events,0.0,0.0,0
S2,somnolence,APTIOM,Somnolence,10041349.0,,,warnings and precautions,S2,somnolence,0.0,0.0,1
S2,fatigue,APTIOM,Fatigue,10016256.0,,,warnings and precautions,S2,fatigue,0.0,0.0,1
S2,cognitive dysfunction,APTIOM,Cognitive disorder,10057668.0,Cognitive function abnormal,10048599.0,warnings and precautions,S2,cognitive dysfunction,0.0,0.0,0
S2,memory impairment,APTIOM,Memory impairment,10027175.0,,,warnings and precautions,S2,memory impairment,0.0,0.0,1
S2,disturbance in attention,APTIOM,Disturbance in attention,10013496.0,,,warnings and precautions,S2,disturbance in attention,0.0,0.0,1
S2,amnesia,APTIOM,Amnesia,10001949.0,,,warnings and precautions,S2,amnesia,0.0,0.0,1
S2,confusional state,APTIOM,Confusional state,10010305.0,,,warnings and precautions,S2,confusional state,0.0,0.0,1
S2,aphasia,APTIOM,Aphasia,10002948.0,,,warnings and precautions,S2,aphasia,0.0,0.0,1
S2,speech disorder,APTIOM,Speech disorder,10041466.0,,,warnings and precautions,S2,speech disorder,0.0,0.0,1
S2,slowness of thought,APTIOM,Bradyphrenia,10050012.0,Slowed thinking,10041049.0,warnings and precautions,S2,slowness of thought,0.0,0.0,0
S2,disorientation,APTIOM,Disorientation,10013395.0,,,warnings and precautions,S2,disorientation,0.0,0.0,1
S2,psychomotor retardation,APTIOM,Psychomotor retardation,10037213.0,,,warnings and precautions,S2,psychomotor retardation,0.0,0.0,1
S2,cognitive dysfunction,APTIOM,Cognitive disorder,10057668.0,Cognitive function abnormal,10048599.0,warnings and precautions,S2,cognitive dysfunction,0.0,0.0,0
S2,cognitive dysfunction,APTIOM,Cognitive disorder,10057668.0,Cognitive function abnormal,10048599.0,warnings and precautions,S2,cognitive dysfunction,0.0,0.0,0
S2,cognitive dysfunction,APTIOM,Cognitive disorder,10057668.0,Cognitive function abnormal,10048599.0,warnings and precautions,S2,cognitive dysfunction,0.0,0.0,0
S2,visual changes,APTIOM,Visual impairment,10047571.0,Abnormal vision,10000186.0,warnings and precautions,S2,visual changes,0.0,0.0,0
S2,diplopia,APTIOM,Diplopia,10013036.0,,,warnings and precautions,S2,diplopia,0.0,0.0,1
S2,blurred vision,APTIOM,Vision blurred,10047513.0,Blurred vision,10005886.0,warnings and precautions,S2,blurred vision,0.0,0.0,1
S2,impaired vision,APTIOM,Visual impairment,10047571.0,,,warnings and precautions,S2,impaired vision,0.0,0.0,0
S2,eye events,APTIOM,Eye symptom,10075536.0,,,warnings and precautions,S2,eye events,0.0,0.0,0
S2,eye events,APTIOM,Eye symptom,10075536.0,,,warnings and precautions,S2,eye events,0.0,0.0,0
S2,diplopia,APTIOM,Diplopia,10013036.0,,,warnings and precautions,S2,diplopia,0.0,0.0,1
S2,visual changes,APTIOM,Visual impairment,10047571.0,Abnormal vision,10000186.0,warnings and precautions,S2,visual changes,0.0,0.0,0
S2,elevations in transaminases,APTIOM,Transaminases increased,10054889.0,,,warnings and precautions,S2,elevations in transaminases,0.0,0.0,0
S2,elevations of total bilirubin,APTIOM,Blood bilirubin increased,10005364.0,Bilirubin total increased,10056806.0,warnings and precautions,S2,elevations of total bilirubin,0.0,0.0,0
S2,transaminase elevations,APTIOM,Transaminases increased,10054889.0,,,warnings and precautions,S2,transaminase elevations,0.0,0.0,0
S2,elevated bilirubin,APTIOM,Blood bilirubin increased,10005364.0,Bilirubin elevated,10004688.0,warnings and precautions,S2,elevated bilirubin,0.0,0.0,0
S2,liver injury,APTIOM,Liver injury,10067125.0,,,warnings and precautions,S2,liver injury,0.0,0.0,1
S2,decreases in serum t3 free,APTIOM,Tri-iodothyronine free decreased,10053791.0,,,warnings and precautions,S2,decreases in serum t3 free,1.0,0.0,0
S2,decreases in serum t4 free,APTIOM,Thyroxine free decreased,10055162.0,,,warnings and precautions,S2,decreases in serum t4 free,1.0,0.0,0
S2,decreases in serum t4 total,APTIOM,Thyroxine decreased,10043816.0,T4 decreased,10043062.0,warnings and precautions,S2,decreases in serum t4 total,1.0,0.0,0
S2,decreases in serum t3 total,APTIOM,Tri-iodothyronine decreased,10044594.0,,,warnings and precautions,S2,decreases in serum t3 total,1.0,0.0,0
S2,abnormal thyroid function,,,,,,,,,,,0
S2,hypothyroidism,,,,,,,,,,,0
S1,cardiovascular disorders,DUAVEE,Cardiovascular disorder,10007649.0,,,adverse reactions,S1,cardiovascular disorders,0.0,0.0,0
S1,malignant neoplasms,DUAVEE,Neoplasm malignant,10028997.0,,,adverse reactions,S1,malignant neoplasms,0.0,0.0,0
S1,gallbladder disease,DUAVEE,Gallbladder disorder,10017626.0,Gallbladder disease,10017641.0,adverse reactions,S1,gallbladder disease,0.0,0.0,1
S1,hypertriglyceridemia,DUAVEE,Hypertriglyceridaemia,10020869.0,Hypertriglyceridemia,10020870.0,adverse reactions,S1,hypertriglyceridemia,0.0,0.0,1
S1,muscle spasms,DUAVEE,Muscle spasms,10028334.0,,,adverse reactions,S1,muscle spasms,0.0,0.0,1
S1,nausea,DUAVEE,Nausea,10028813.0,,,adverse reactions,S1,nausea,0.0,0.0,1
S1,diarrhea,DUAVEE,Diarrhoea,10012735.0,Diarrhea,10012727.0,adverse reactions,S1,diarrhea,0.0,0.0,1
S1,dyspepsia,DUAVEE,Dyspepsia,10013946.0,,,adverse reactions,S1,dyspepsia,0.0,0.0,1
S1,abdominal pain upper,DUAVEE,Abdominal pain upper,10000087.0,,,adverse reactions,S1,abdominal pain upper,0.0,0.0,1
S1,oropharyngeal pain,DUAVEE,Oropharyngeal pain,10068319.0,,,adverse reactions,S1,oropharyngeal pain,0.0,0.0,1
S1,dizziness,DUAVEE,Dizziness,10013573.0,,,adverse reactions,S1,dizziness,0.0,0.0,1
S1,neck pain,DUAVEE,Neck pain,10028836.0,,,adverse reactions,S1,neck pain,0.0,0.0,1
S1,mortality,,,,,,,,,,,0
S1,hot flush,DUAVEE,Hot flush,10060800.0,,,adverse reactions,S1,hot flush,0.0,0.0,1
S1,abdominal pain upper,DUAVEE,Abdominal pain upper,10000087.0,,,adverse reactions,S1,abdominal pain upper,0.0,0.0,1
S1,nausea,DUAVEE,Nausea,10028813.0,,,adverse reactions,S1,nausea,0.0,0.0,1
S1,nausea,DUAVEE,Nausea,10028813.0,,,adverse reactions,S1,nausea,0.0,0.0,1
S1,diarrhea,DUAVEE,Diarrhoea,10012735.0,Diarrhea,10012727.0,adverse reactions,S1,diarrhea,0.0,0.0,1
S1,dyspepsia,DUAVEE,Dyspepsia,10013946.0,,,adverse reactions,S1,dyspepsia,0.0,0.0,1
S1,abdominal pain upper,DUAVEE,Abdominal pain upper,10000087.0,,,adverse reactions,S1,abdominal pain upper,0.0,0.0,1
S1,muscle spasms,DUAVEE,Muscle spasms,10028334.0,,,adverse reactions,S1,muscle spasms,0.0,0.0,1
S1,neck pain,DUAVEE,Neck pain,10028836.0,,,adverse reactions,S1,neck pain,0.0,0.0,1
S1,dizziness,DUAVEE,Dizziness,10013573.0,,,adverse reactions,S1,dizziness,0.0,0.0,1
S1,oropharyngeal pain,DUAVEE,Oropharyngeal pain,10068319.0,,,adverse reactions,S1,oropharyngeal pain,0.0,0.0,1
S1,venous thromboembolism,DUAVEE,Embolism venous,10014522.0,Venous thromboembolism,10066899.0,adverse reactions,S1,venous thromboembolism,0.0,1.0,1
S1,deep venous thrombosis,DUAVEE,Deep vein thrombosis,10051055.0,Thrombosis venous deep,10043642.0,adverse reactions,S1,deep venous thrombosis,0.0,0.0,0
