Unnamed: 0,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,api_source,llm_model,llm_model_name,prompt,system,temp,dataset,run,eval_method,base_name
7,all-concat,discontinuous,401.0,,1628.0,,0.1976343026121242,,,0.1967307952845647,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
8,all-concat,exact-meddra,2716.0,,279.0,,0.9068447412353924,,,0.8756627472780676,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
9,all-concat,hypothetical,594.0,,1353.0,,0.3050847457627119,,,0.3381787287788507,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
10,all-concat,negated,82.0,,1195.0,,0.0642129992169146,,,0.0996890288650573,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
11,all-concat,non-meddra,1319.0,,1329.0,,0.4981117824773414,,,0.5082159427883739,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
12,boxed warnings,all,234.0,40.0,56.0,0.8540145985401459,0.8068965517241379,0.8297872340425532,0.9074689929953088,0.8013005269584217,0.821517096473225,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
13,boxed warnings,discontinuous,28.0,,57.0,,0.3294117647058823,,,0.3362179487179487,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
14,boxed warnings,exact-meddra,121.0,,85.0,,0.587378640776699,,,0.5795918866080156,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
15,boxed warnings,hypothetical,108.0,,98.0,,0.5242718446601942,,,0.5864937251300887,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
16,boxed warnings,negated,5.0,,35.0,,0.125,,,0.35,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
17,boxed warnings,non-meddra,113.0,,132.0,,0.4612244897959183,,,0.5378551811510289,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
18,warnings and precautions,all,1715.0,1012.0,156.0,0.6288962229556289,0.9166221272047034,0.7459765115267508,0.7191285997432595,0.8725397606698475,0.7622659689757701,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
19,warnings and precautions,discontinuous,224.0,,765.0,,0.2264914054600606,,,0.2315568258174934,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
20,warnings and precautions,exact-meddra,794.0,,458.0,,0.634185303514377,,,0.59789785195503,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
21,warnings and precautions,hypothetical,589.0,,583.0,,0.5025597269624573,,,0.5088820115838727,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
22,warnings and precautions,negated,34.0,,291.0,,0.1046153846153846,,,0.1345032414385484,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
23,warnings and precautions,non-meddra,921.0,,504.0,,0.6463157894736842,,,0.6096451815018282,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
0,all,all,5955.0,2455.0,269.0,0.7080856123662307,0.956780205655527,0.7998343265558387,0.782703837842058,0.9023967886016544,0.8089392984686362,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
0,adverse reactions,all,3959.0,403.0,1450.0,0.9076111875286564,0.7319282677019782,0.8103571794084536,0.8864263757770618,0.7533744819941854,0.8239979586451995,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
1,adverse reactions,discontinuous,46.0,,351.0,,0.1158690176322418,,,0.1106724779464024,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
2,adverse reactions,exact-meddra,3497.0,,666.0,,0.8400192169108815,,,0.8542672777553728,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
3,adverse reactions,negated,23.0,,50.0,,0.3150684931506849,,,0.2542857142857143,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
4,adverse reactions,non-meddra,462.0,,785.0,,0.3704891740176423,,,0.472224115305475,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
5,all-concat,all,4265.0,573.0,3117.0,0.8815626291856139,0.5777567054998646,0.6980360065466449,0.8655755976335481,0.6191755449543492,0.7093347131772575,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
6,all-concat,discontinuous,67.0,,734.0,,0.0836454431960049,,,0.090880338331211,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
7,all-concat,exact-meddra,3674.0,,1153.0,,0.761135280712658,,,0.7911965630353799,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
8,all-concat,negated,34.0,,98.0,,0.2575757575757575,,,0.2564625850340136,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
9,all-concat,non-meddra,591.0,,1965.0,,0.2312206572769953,,,0.3071863916241847,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
10,boxed warnings,all,171.0,157.0,103.0,0.5213414634146342,0.6240875912408759,0.5681063122923589,0.5450849169604158,0.6103638700194428,0.5702678251514379,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
11,boxed warnings,discontinuous,10.0,,27.0,,0.2702702702702703,,,0.206043956043956,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
12,boxed warnings,exact-meddra,113.0,,23.0,,0.8308823529411765,,,0.7164185277088503,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
13,boxed warnings,negated,4.0,,1.0,,0.8,,,0.875,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
14,boxed warnings,non-meddra,58.0,,80.0,,0.4202898550724637,,,0.4097338935574229,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
15,warnings and precautions,all,1432.0,1003.0,1295.0,0.5880903490759753,0.5251191785845252,0.5548237117396358,0.5551129123159705,0.5538016045271119,0.5254541922523996,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
16,warnings and precautions,discontinuous,66.0,,333.0,,0.1654135338345864,,,0.2256507381507381,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
17,warnings and precautions,exact-meddra,915.0,,298.0,,0.754328112118714,,,0.7563763357355774,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
18,warnings and precautions,negated,13.0,,45.0,,0.2241379310344827,,,0.2511574074074074,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
19,warnings and precautions,non-meddra,517.0,,998.0,,0.3412541254125412,,,0.397612513649286,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
0,all,all,5562.0,1563.0,2848.0,0.7806315789473685,0.6613555291319857,0.6826506892874847,0.6952891664941873,0.6483195143274637,0.6599970253996048,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,no-system-prompt,temp0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_no-system-prompt
0,adverse reactions,all,5010.0,399.0,68.0,0.9262340543538546,0.986608901142182,0.9554686755030036,0.9382716547008992,0.983364026970068,0.9584708554435346,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
1,adverse reactions,discontinuous,330.0,,2840.0,,0.1041009463722397,,,0.130720581343782,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
2,adverse reactions,exact-meddra,4002.0,,369.0,,0.915579958819492,,,0.8986698030486402,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
3,adverse reactions,hypothetical,65.0,,1078.0,,0.0568678915135608,,,0.0719530105804798,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
4,adverse reactions,negated,54.0,,1499.0,,0.034771410173857,,,0.0540471674461366,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
5,adverse reactions,non-meddra,1008.0,,2932.0,,0.2558375634517766,,,0.2766459853644694,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
6,all-concat,all,6067.0,1315.0,170.0,0.8218639934976971,0.9727433060766394,0.8909611572068434,0.8462946528313203,0.9654260946575122,0.8945285358678304,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
7,all-concat,discontinuous,599.0,,3231.0,,0.156396866840731,,,0.1658541111003943,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
8,all-concat,exact-meddra,4241.0,,528.0,,0.8892849654015517,,,0.8635519443144264,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
9,all-concat,hypothetical,759.0,,2763.0,,0.2155025553662691,,,0.2296905874322564,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
10,all-concat,negated,86.0,,2194.0,,0.037719298245614,,,0.0519442264047502,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
11,all-concat,non-meddra,1826.0,,2671.0,,0.4060484767622859,,,0.4015266828458685,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
12,boxed warnings,all,233.0,41.0,43.0,0.8503649635036497,0.8442028985507246,0.8472727272727273,0.7981312790523317,0.8426999010937305,0.8489726294631732,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
13,boxed warnings,discontinuous,31.0,,58.0,,0.348314606741573,,,0.4801129426129426,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
14,boxed warnings,exact-meddra,127.0,,65.0,,0.6614583333333334,,,0.6335441361295252,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
15,boxed warnings,hypothetical,96.0,,99.0,,0.4923076923076923,,,0.5674025801418147,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
16,boxed warnings,negated,5.0,,32.0,,0.1351351351351351,,,0.5497311827956989,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
17,boxed warnings,non-meddra,106.0,,122.0,,0.4649122807017544,,,0.5481893829168842,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
18,warnings and precautions,all,1950.0,777.0,157.0,0.7150715071507151,0.9254864736592312,0.806785270997104,0.7780408187465198,0.8941206343503003,0.8053672586937288,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
19,warnings and precautions,discontinuous,276.0,,950.0,,0.2251223491027732,,,0.2702354032599047,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
20,warnings and precautions,exact-meddra,930.0,,496.0,,0.6521739130434783,,,0.5933950177016274,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
21,warnings and precautions,hypothetical,638.0,,762.0,,0.4557142857142857,,,0.4851243266853159,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
22,warnings and precautions,negated,37.0,,419.0,,0.0811403508771929,,,0.1393756328727928,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
23,warnings and precautions,non-meddra,1020.0,,638.0,,0.6151990349819059,,,0.6097966512108688,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
0,all,all,7193.0,1217.0,268.0,0.8552913198573128,0.964079882053344,0.8953461706213817,0.8498490896067451,0.9240341715996516,0.8781589536485596,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run0,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
0,adverse reactions,all,3846.0,503.0,1563.0,0.8843412278684755,0.7110371602884082,0.7882762861242057,0.8781012256322416,0.7374411928328418,0.8021391908273663,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
1,adverse reactions,discontinuous,47.0,,350.0,,0.1183879093198992,,,0.1042194489736192,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
2,adverse reactions,exact-meddra,3382.0,,781.0,,0.8123949075186164,,,0.8311842221988065,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
3,adverse reactions,hypothetical,42.0,,38.0,,0.525,,,0.484031198686371,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
4,adverse reactions,negated,17.0,,56.0,,0.2328767123287671,,,0.2114285714285714,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
5,adverse reactions,non-meddra,464.0,,783.0,,0.3720930232558139,,,0.4642096062649679,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
6,all-concat,all,4170.0,763.0,3212.0,0.8453273869856072,0.5648875643457058,0.6772228989037758,0.8420917373957921,0.6037255793975699,0.7000980481408092,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
7,all-concat,discontinuous,46.0,,755.0,,0.0574282147315855,,,0.0652578780702514,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
8,all-concat,exact-meddra,3566.0,,1261.0,,0.7387611352807126,,,0.7628196102948027,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
9,all-concat,hypothetical,354.0,,666.0,,0.3470588235294117,,,0.379693406863124,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
10,all-concat,negated,28.0,,104.0,,0.2121212121212121,,,0.2071428571428571,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
11,all-concat,non-meddra,604.0,,1952.0,,0.2363067292644757,,,0.2978670842046701,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
12,boxed warnings,all,141.0,113.0,133.0,0.5551181102362205,0.5145985401459854,0.5340909090909091,0.5151344051246461,0.4769322675088928,0.5664310186001362,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
13,boxed warnings,discontinuous,4.0,,33.0,,0.1081081081081081,,,0.0586080586080586,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
14,boxed warnings,exact-meddra,97.0,,39.0,,0.7132352941176471,,,0.6062818336162988,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
15,boxed warnings,hypothetical,55.0,,66.0,,0.4545454545454545,,,0.4232192050373868,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
16,boxed warnings,negated,3.0,,2.0,,0.6,,,0.625,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
17,boxed warnings,non-meddra,44.0,,94.0,,0.3188405797101449,,,0.3009103641456582,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
18,warnings and precautions,all,1120.0,676.0,1607.0,0.623608017817372,0.4107077374404107,0.4952465177979218,0.6210623254933303,0.469086204646332,0.5124131972835113,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
19,warnings and precautions,discontinuous,49.0,,350.0,,0.1228070175438596,,,0.1526242151242151,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
20,warnings and precautions,exact-meddra,698.0,,515.0,,0.5754328112118714,,,0.6419193815148302,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
21,warnings and precautions,hypothetical,376.0,,533.0,,0.4136413641364136,,,0.5005421775589376,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
22,warnings and precautions,negated,13.0,,45.0,,0.2241379310344827,,,0.3263888888888889,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
23,warnings and precautions,non-meddra,422.0,,1093.0,,0.2785478547854785,,,0.3462874909720561,,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
0,all,all,5107.0,1292.0,3303.0,0.7980934521018909,0.6072532699167658,0.6422835167599019,0.7140100710018898,0.5851963919158862,0.6482590806309338,OpenAI,gpt-4-1106-preview,GPT-4,one-shot,gpt-written-prompt,temp0,train,run1,strict,gpt-4-1106-preview_one-shot_gpt-written-prompt
0,adverse reactions,all,4319.0,1090.0,86.0,0.7984840081345905,0.9804767309875142,0.8801711840228246,0.8432305899224379,0.9658061499459668,0.8811667544415517,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
1,adverse reactions,discontinuous,273.0,,2297.0,,0.1062256809338521,,,0.124816153699814,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
2,adverse reactions,exact-meddra,3399.0,,355.0,,0.9054342035162494,,,0.8840092887639277,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
3,adverse reactions,hypothetical,68.0,,999.0,,0.063730084348641,,,0.0786161956030774,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
4,adverse reactions,negated,56.0,,1237.0,,0.0433101314771848,,,0.0675730667376966,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
5,adverse reactions,non-meddra,920.0,,2362.0,,0.2803168799512492,,,0.2909692540765168,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
6,all-concat,all,4509.0,2873.0,96.0,0.6108100785694933,0.9791530944625408,0.7523150079252523,0.688584386466999,0.9682235289129884,0.7697855302255318,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
7,all-concat,discontinuous,439.0,,2065.0,,0.1753194888178913,,,0.1966647287148258,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
8,all-concat,exact-meddra,3091.0,,343.0,,0.9001164822364589,,,0.8730906669422775,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
9,all-concat,hypothetical,616.0,,1824.0,,0.2524590163934426,,,0.3152678285520107,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
10,all-concat,negated,88.0,,1416.0,,0.0585106382978723,,,0.0977740166878819,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v0,temp0,train,run1,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v0
